start_time,end_time,1.0-8.0A_peak_time,1.0-8.0A_peak_val,4-10keV_peak_time,4-10keV_peak_val,10-15keV_peak_time,10-15keV_peak_val,15-25keV_peak_time,15-25keV_peak_val,25-50keV_peak_time,25-50keV_peak_val,50-84keV_peak_time,50-84keV_peak_val,bkg 4-10 keV,bkg 10-15 keV,bkg 15-25 keV,bkg 25-50 keV,bkg 50-84 keV
2022-09-05 10:16:00.000,2022-09-05 10:28:00.000,2022-09-05 10:21:10,1.7408017e-06,2022-09-05 10:18:32.478000,5375,2022-09-05 10:17:44.477000,799,2022-09-05 10:17:44.477000,271,2022-09-05 10:16:20.477000,0,2022-09-05 10:16:20.477000,0,303.0,45.0,53.0,735.0,367.0
2022-09-05 10:30:00.000,2022-09-05 10:53:00.000,2022-09-05 10:39:50,3.2403832e-06,2022-09-05 10:38:12.526000,15871,2022-09-05 10:36:12.526000,1343,2022-09-05 10:17:44.524000,271,2022-09-05 10:16:20.524000,0,2022-09-05 10:16:20.524000,0,303.0,45.0,53.0,735.0,367.0
2022-09-06 03:21:00.000,2022-09-06 03:33:00.000,2022-09-06 03:28:36,1.6055997e-06,2022-09-06 03:27:47.541000,5375,2022-09-06 03:01:43.538000,0,2022-09-06 03:01:43.538000,0,2022-09-06 03:01:43.538000,0,2022-09-06 03:01:43.538000,0,271.0,45.0,57.0,799.0,399.0
2022-09-12 06:00:00.000,2022-09-12 06:17:00.000,2022-09-12 06:10:14,3.1186974e-06,2022-09-12 06:07:46.777000,3455,2022-09-12 06:07:38.777000,271,2022-09-12 06:07:50.777000,91,2022-09-12 05:26:54.773000,0,2022-09-12 05:26:54.773000,0,271.0,45.0,57.0,799.0,399.0
2022-09-12 06:21:00.000,2022-09-12 06:42:00.000,2022-09-12 06:29:50,4.7528038e-06,2022-09-12 06:27:50.860000,12799,2022-09-12 06:28:10.860000,863,2022-09-12 06:27:22.860000,115,2022-09-12 06:05:34.858000,0,2022-09-12 06:05:34.858000,0,271.0,45.0,57.0,799.0,399.0
2022-09-12 12:11:00.000,2022-09-12 12:33:00.000,2022-09-12 12:25:37,6.4764517e-06,2022-09-12 12:17:16.150000,27647,2022-09-12 12:16:36.150000,1727,2022-09-12 12:16:48.150000,167,2022-09-12 11:53:36.147000,0,2022-09-12 11:53:36.147000,0,271.0,45.0,57.0,799.0,399.0
2022-09-12 20:41:00.000,2022-09-12 21:04:00.000,2022-09-12 20:51:18,3.3605015e-06,2022-09-12 20:49:30.090000,6399,2022-09-12 20:49:26.090000,303,2022-09-12 20:33:30.089000,99,2022-09-12 20:16:18.087000,0,2022-09-12 20:16:18.087000,0,231.0,45.0,61.0,735.0,399.0
2022-09-13 17:25:00.000,2022-09-13 17:32:00.000,2022-09-13 17:28:22,5.3728627e-06,2022-09-13 17:28:30.857000,1599,2022-09-13 17:28:18.857000,183,2022-09-13 17:28:02.857000,91,2022-09-13 16:53:42.862000,0,2022-09-13 16:53:42.862000,0,367.0,45.0,61.0,735.0,399.0
2022-09-14 03:30:00.000,2022-09-14 03:37:00.000,2022-09-14 03:34:50,4.8624092e-06,2022-09-14 03:33:01.384000,2175,2022-09-14 03:32:53.384000,247,2022-09-14 03:32:53.384000,91,2022-09-14 03:12:25.382000,0,2022-09-14 03:12:25.382000,0,303.0,49.0,57.0,735.0,399.0
2022-09-15 19:12:00.000,2022-09-15 19:30:00.000,2022-09-15 19:21:09,2.4250096e-06,2022-09-15 19:20:34.697000,1983,2022-09-15 19:19:34.697000,183,2022-09-15 19:19:34.697000,91,2022-09-15 19:15:54.697000,863,2022-09-15 19:09:54.696000,0,303.0,49.0,57.0,735.0,399.0
2022-09-16 01:00:00.000,2022-09-16 01:09:00.000,2022-09-16 01:05:20,1.7272571e-06,2022-09-16 01:03:32.168000,1855,2022-09-16 01:02:56.168000,135,2022-09-16 01:02:28.168000,91,2022-09-16 00:57:56.168000,0,2022-09-16 00:57:56.168000,0,303.0,49.0,57.0,735.0,399.0
2022-09-16 03:08:00.000,2022-09-16 03:22:00.000,2022-09-16 03:17:56,4.150156e-06,2022-09-16 03:02:16.610000,10751,2022-09-16 03:02:04.610000,1471,2022-09-16 02:59:04.610000,303,2022-09-16 02:53:56.609000,0,2022-09-16 02:53:56.609000,0,303.0,49.0,57.0,735.0,399.0
2022-09-16 07:25:00.000,2022-09-16 07:35:00.000,2022-09-16 07:32:59,3.0423257e-06,2022-09-16 07:29:25.704000,15871,2022-09-16 07:28:37.703000,1599,2022-09-16 07:28:41.704000,231,2022-09-16 07:24:37.703000,0,2022-09-16 07:24:37.703000,0,303.0,49.0,57.0,735.0,399.0
2022-09-23 22:21:00.000,2022-09-23 22:35:00.000,2022-09-23 22:28:05,3.131392e-06,2022-09-23 22:34:56.316000,15871,2022-09-23 22:34:44.316000,799,2022-09-23 22:23:12.314000,99,2022-09-23 22:19:56.314000,0,2022-09-23 22:19:56.314000,0,303.0,45.0,61.0,735.0,399.0
2022-09-24 15:53:00.000,2022-09-24 16:16:00.000,2022-09-24 16:07:24,7.4725212e-06,2022-09-24 15:44:01.152000,2175,2022-09-24 15:44:01.152000,135,2022-09-24 15:53:17.153000,83,2022-09-24 15:44:01.152000,0,2022-09-24 15:44:01.152000,0,303.0,45.0,61.0,735.0,399.0
2022-09-25 20:43:00.000,2022-09-25 20:54:00.000,2022-09-25 20:50:29,1.3454212e-06,2022-09-25 20:50:37.316000,607,2022-09-25 20:46:29.316000,75,2022-09-25 20:45:41.316000,83,2022-09-25 20:44:09.315000,0,2022-09-25 20:44:09.315000,0,303.0,45.0,61.0,735.0,399.0
2022-09-30 11:33:00.000,2022-09-30 11:45:00.000,2022-09-30 11:38:46,3.138207e-06,2022-09-30 11:36:57.948000,27647,2022-09-30 11:36:41.948000,2687,2022-09-30 11:36:49.948000,271,2022-09-30 11:31:29.947000,0,2022-09-30 11:31:29.947000,0,271.0,45.0,61.0,735.0,399.0
2022-09-30 23:33:00.000,2022-09-30 23:43:00.000,2022-09-30 23:39:59,3.4188113e-06,2022-09-30 23:38:41.238000,2431,2022-09-30 23:37:57.238000,135,2022-09-30 23:16:41.236000,91,2022-09-30 23:07:33.235000,0,2022-09-30 23:07:33.235000,0,271.0,45.0,61.0,735.0,399.0
2022-10-01 03:55:00.000,2022-10-01 04:07:00.000,2022-10-01 04:01:51,2.7569718e-06,2022-10-01 03:41:30.434000,5375,2022-10-01 03:41:14.434000,543,2022-10-01 03:41:14.434000,107,2022-10-01 03:38:14.433000,0,2022-10-01 03:38:14.433000,0,303.0,45.0,57.0,735.0,399.0
2022-10-02 05:18:00.000,2022-10-02 05:31:00.000,2022-10-02 05:21:52,2.9506825e-06,2022-10-02 04:46:21.025000,1727,2022-10-02 05:25:49.029000,135,2022-10-02 04:47:01.025000,83,2022-10-02 04:46:21.025000,0,2022-10-02 04:46:21.025000,0,303.0,45.0,57.0,735.0,399.0
2022-10-07 18:49:00.000,2022-10-07 19:09:00.000,2022-10-07 18:59:44,4.593576e-06,2022-10-07 18:52:22.031000,1983,2022-10-07 19:00:10.031000,247,2022-10-07 18:59:58.031000,91,2022-10-07 18:46:30.030000,0,2022-10-07 18:46:30.030000,0,303.0,45.0,57.0,735.0,399.0
2022-10-11 03:28:00.000,2022-10-11 03:53:00.000,2022-10-11 03:43:36,3.2129449e-06,2022-10-11 03:23:58.964000,671,2022-10-11 03:24:42.964000,83,2022-10-11 03:24:54.964000,83,2022-10-11 03:17:58.963000,0,2022-10-11 03:17:58.963000,0,303.0,45.0,57.0,735.0,399.0
2022-10-20 17:40:00.000,2022-10-20 17:50:00.000,2022-10-20 17:46:36,4.4094236e-06,2022-10-20 17:49:58.189000,1599,2022-10-20 17:49:38.189000,99,2022-10-20 17:23:34.186000,83,2022-10-20 17:19:34.186000,0,2022-10-20 17:19:34.186000,0,303.0,45.0,57.0,735.0,399.0
2022-11-01 13:45:00.000,2022-11-01 14:02:00.000,2022-11-01 13:58:26,1.445108e-06,2022-11-01 13:56:34.788000,3967,2022-11-01 13:56:30.788000,367,2022-11-01 13:54:58.788000,99,2022-11-01 13:12:34.884000,0,2022-11-01 13:12:34.884000,0,247.0,45.0,57.0,735.0,399.0
2022-11-14 12:58:00.000,2022-11-14 13:20:00.000,2022-11-14 13:10:21,2.1030055e-06,2022-11-14 13:04:46.104000,4863,2022-11-14 13:04:42.104000,607,2022-11-14 13:04:46.104000,135,2022-11-14 12:35:14.101000,0,2022-11-14 12:35:14.101000,0,247.0,45.0,57.0,735.0,399.0
2022-11-16 06:48:00.000,2022-11-16 07:17:00.000,2022-11-16 07:00:36,2.443924e-06,2022-11-16 06:55:16.553000,5375,2022-11-16 06:54:56.553000,463,2022-11-16 06:53:48.553000,99,2022-11-16 06:28:24.550000,0,2022-11-16 06:28:24.550000,0,271.0,45.0,57.0,735.0,399.0
2022-11-17 12:14:00.000,2022-11-17 12:34:00.000,2022-11-17 12:24:37,2.9061052e-06,2022-11-17 12:23:22.245000,927,2022-11-17 12:23:06.245000,99,2022-11-17 12:30:18.245000,83,2022-11-17 12:06:58.243000,0,2022-11-17 12:06:58.243000,0,271.0,45.0,57.0,735.0,399.0
2022-11-19 01:04:00.000,2022-11-19 01:28:00.000,2022-11-19 01:18:35,1.5246277e-06,2022-11-19 01:19:58.586000,431,2022-11-19 01:19:18.586000,67,2022-11-19 00:55:02.584000,83,2022-11-19 00:50:50.583000,0,2022-11-19 00:50:50.583000,0,247.0,45.0,57.0,735.0,399.0
2022-11-19 12:35:00.000,2022-11-19 12:42:00.000,2022-11-19 12:40:02,1.3150587e-06,2022-11-19 12:37:04.043000,3967,2022-11-19 12:36:20.043000,399,2022-11-19 12:36:28.043000,99,2022-11-19 12:26:48.042000,0,2022-11-19 12:26:48.042000,0,247.0,45.0,57.0,735.0,399.0
2022-11-22 10:27:00.000,2022-11-22 10:52:00.000,2022-11-22 10:48:32,1.3851572e-06,2022-11-22 10:35:57.474000,335,2022-11-22 10:24:21.473000,67,2022-11-22 10:33:17.474000,83,2022-11-22 10:10:33.472000,0,2022-11-22 10:10:33.472000,0,231.0,45.0,57.0,735.0,399.0
2022-12-03 10:56:00.000,2022-12-03 11:22:00.000,2022-12-03 11:10:43,2.6170892e-06,2022-12-03 11:04:24.887000,3455,2022-12-03 11:02:52.887000,271,2022-12-03 11:15:48.888000,91,2022-12-03 10:21:08.883000,0,2022-12-03 10:21:08.883000,0,231.0,45.0,57.0,735.0,399.0
2022-12-04 18:08:00.000,2022-12-04 18:24:00.000,2022-12-04 18:16:51,1.7827201e-06,2022-12-04 18:15:04.573000,2175,2022-12-04 18:15:04.573000,271,2022-12-04 17:57:24.572000,83,2022-12-04 17:55:44.571000,0,2022-12-04 17:55:44.571000,0,247.0,45.0,57.0,735.0,399.0
2022-12-09 11:26:00.000,2022-12-09 11:37:00.000,2022-12-09 11:34:26,2.1831954e-06,2022-12-09 11:34:01.133000,2431,2022-12-09 11:34:13.133000,183,2022-12-09 11:16:05.131000,75,2022-12-09 11:14:29.131000,0,2022-12-09 11:14:29.131000,0,247.0,45.0,57.0,735.0,399.0
2022-12-09 13:47:00.000,2022-12-09 13:59:00.000,2022-12-09 13:57:36,4.023322e-06,2022-12-09 13:54:28.861000,9727,2022-12-09 13:54:00.861000,1343,2022-12-09 13:54:00.861000,303,2022-12-09 13:10:28.856000,0,2022-12-09 13:10:28.856000,0,271.0,45.0,57.0,735.0,399.0
2022-12-09 15:47:00.000,2022-12-09 16:35:00.000,2022-12-09 16:33:12,4.6016276e-06,2022-12-09 16:25:00.634000,3455,2022-12-09 15:53:16.630000,199,2022-12-09 15:54:32.630000,91,2022-12-09 15:45:08.629000,0,2022-12-09 15:45:08.629000,0,231.0,45.0,57.0,735.0,399.0
2022-12-09 21:42:00.000,2022-12-09 22:01:00.000,2022-12-09 21:50:38,3.8330077e-06,2022-12-09 21:48:51.951000,14847,2022-12-09 21:47:55.951000,1599,2022-12-09 21:47:39.951000,303,2022-12-09 21:33:07.950000,0,2022-12-09 21:33:07.950000,0,231.0,45.0,57.0,735.0,399.0
2022-12-11 14:59:00.000,2022-12-11 15:23:00.000,2022-12-11 15:08:28,1.3376805e-06,2022-12-11 15:06:03.082000,1343,2022-12-11 15:05:55.082000,151,2022-12-11 14:48:43.080000,83,2022-12-11 14:47:43.080000,0,2022-12-11 14:47:43.080000,0,271.0,45.0,57.0,735.0,399.0
2022-12-14 07:10:00.000,2022-12-14 07:30:00.000,2022-12-14 07:27:43,6.411281e-06,2022-12-14 07:25:24.248000,19455,2022-12-14 07:25:28.248000,1471,2022-12-14 07:24:56.248000,167,2022-12-14 06:35:36.243000,0,2022-12-14 06:35:36.243000,0,231.0,45.0,57.0,735.0,399.0
2022-12-29 10:27:00.000,2022-12-29 10:48:00.000,2022-12-29 10:37:31,2.7356273e-06,2022-12-29 10:33:13.610000,2943,2022-12-29 10:32:25.610000,543,2022-12-29 10:32:21.610000,151,2022-12-29 10:03:09.607000,0,2022-12-29 10:03:09.607000,0,271.0,45.0,57.0,735.0,399.0
2022-12-30 04:52:00.000,2022-12-30 05:08:00.000,2022-12-30 05:01:15,2.5323925e-06,2022-12-30 05:00:20.626000,1215,2022-12-30 04:56:56.625000,115,2022-12-30 04:56:44.625000,99,2022-12-30 04:44:28.624000,0,2022-12-30 04:44:28.624000,0,271.0,45.0,57.0,735.0,399.0
2022-12-30 07:25:00.000,2022-12-30 07:42:00.000,2022-12-30 07:36:15,4.1254098e-06,2022-12-30 07:36:00.535000,2687,2022-12-30 07:34:52.535000,231,2022-12-30 07:40:52.536000,91,2022-12-30 07:19:08.534000,0,2022-12-30 07:19:08.534000,0,271.0,45.0,57.0,735.0,399.0
2022-12-31 21:17:00.000,2022-12-31 21:38:00.000,2022-12-31 21:32:53,2.648678e-06,2022-12-31 20:55:31.205000,6911,2022-12-31 20:55:27.205000,399,2022-12-31 20:54:51.205000,107,2022-12-31 20:41:47.204000,0,2022-12-31 20:41:47.204000,0,231.0,45.0,57.0,735.0,367.0
2023-01-02 11:30:00.000,2023-01-02 11:41:00.000,2023-01-02 11:39:07,2.526021e-06,2023-01-02 11:37:37.996000,4351,2023-01-02 11:36:45.995000,399,2023-01-02 11:36:49.995000,123,2023-01-02 11:21:45.994000,0,2023-01-02 11:21:45.994000,0,271.0,45.0,57.0,735.0,399.0
2023-01-08 06:58:00.000,2023-01-08 07:11:00.000,2023-01-08 07:05:00,5.186043e-06,2023-01-08 07:03:31.028000,3455,2023-01-08 07:02:47.028000,271,2023-01-08 07:02:51.028000,99,2023-01-08 06:58:03.028000,0,2023-01-08 06:58:03.028000,0,231.0,45.0,57.0,735.0,399.0
2023-01-09 00:28:00.000,2023-01-09 00:51:00.000,2023-01-09 00:43:21,5.321153e-06,2023-01-09 00:41:27.021000,8703,2023-01-09 00:41:51.021000,543,2023-01-09 00:49:47.022000,107,2023-01-09 00:22:03.019000,0,2023-01-09 00:22:03.019000,0,231.0,45.0,57.0,735.0,399.0
2023-01-09 22:27:00.000,2023-01-09 22:41:00.000,2023-01-09 22:34:51,4.476407e-06,2023-01-09 22:33:22.977000,7423,2023-01-09 22:33:10.977000,543,2023-01-09 22:29:14.977000,135,2023-01-09 22:16:42.975000,0,2023-01-09 22:16:42.975000,0,247.0,45.0,57.0,735.0,399.0
2023-01-10 05:12:00.000,2023-01-10 05:25:00.000,2023-01-10 05:17:01,2.6650305e-06,2023-01-10 05:15:39.009000,2175,2023-01-10 05:15:35.009000,215,2023-01-10 04:50:43.007000,83,2023-01-10 04:43:23.006000,0,2023-01-10 04:43:23.006000,0,247.0,45.0,57.0,735.0,399.0
2023-01-10 08:04:00.000,2023-01-10 08:22:00.000,2023-01-10 08:16:39,5.4970174e-06,2023-01-10 08:13:35.026000,14847,2023-01-10 08:13:11.026000,1087,2023-01-10 08:10:35.025000,123,2023-01-10 07:56:43.024000,0,2023-01-10 07:56:43.024000,0,247.0,45.0,57.0,735.0,399.0
2023-01-10 10:59:00.000,2023-01-10 11:12:00.000,2023-01-10 11:08:10,1.1551218e-05,2023-01-10 11:06:47.043000,51199,2023-01-10 11:06:31.043000,3967,2023-01-10 11:05:27.043000,399,2023-01-10 10:31:23.039000,0,2023-01-10 10:31:23.039000,0,247.0,45.0,57.0,735.0,399.0
2023-01-10 17:17:00.000,2023-01-10 17:34:00.000,2023-01-10 17:28:00,1.3816115e-05,2023-01-10 17:25:55.085000,86015,2023-01-10 17:25:51.085000,11775,2023-01-10 17:25:19.085000,1087,2023-01-10 16:58:03.082000,0,2023-01-10 16:58:03.082000,0,247.0,45.0,57.0,735.0,399.0
2023-01-10 20:09:00.000,2023-01-10 20:26:00.000,2023-01-10 20:18:27,2.8277777e-06,2023-01-10 19:38:03.102000,6911,2023-01-10 19:38:03.102000,863,2023-01-10 19:36:27.102000,183,2023-01-10 19:32:43.102000,0,2023-01-10 19:32:43.102000,0,247.0,45.0,57.0,735.0,399.0
2023-01-11 00:39:00.000,2023-01-11 01:10:00.000,2023-01-11 00:59:52,2.483424e-05,2023-01-11 00:55:15.143000,126975,2023-01-11 00:55:07.143000,11775,2023-01-11 00:54:47.143000,1087,2023-01-11 00:03:23.138000,0,2023-01-11 00:03:23.138000,0,247.0,45.0,57.0,735.0,399.0
2023-01-11 03:28:00.000,2023-01-11 03:44:00.000,2023-01-11 03:38:38,6.892103e-06,2023-01-11 03:33:35.166000,13823,2023-01-11 03:32:19.166000,1471,2023-01-11 03:32:07.166000,431,2023-01-11 03:16:43.164000,0,2023-01-11 03:16:43.164000,0,247.0,45.0,57.0,735.0,399.0
2023-01-11 05:12:00.000,2023-01-11 05:25:00.000,2023-01-11 05:19:01,3.863181e-06,2023-01-11 05:17:31.182000,5375,2023-01-11 05:17:07.182000,799,2023-01-11 05:17:03.182000,167,2023-01-11 04:34:03.180000,0,2023-01-11 04:34:03.180000,0,247.0,45.0,57.0,735.0,399.0
2023-01-12 05:53:00.000,2023-01-12 06:33:00.000,2023-01-12 06:18:35,1.1415264e-05,2023-01-12 06:05:43.354000,34815,2023-01-12 06:04:55.354000,2687,2023-01-12 06:03:19.354000,303,2023-01-12 05:42:03.352000,0,2023-01-12 05:42:03.352000,0,247.0,45.0,57.0,735.0,399.0
2023-01-12 18:42:00.000,2023-01-12 19:03:00.000,2023-01-12 19:02:05,5.800351e-06,2023-01-12 18:53:39.530000,6911,2023-01-12 18:51:47.530000,735,2023-01-12 18:51:51.530000,151,2023-01-12 18:35:23.528000,0,2023-01-12 18:35:23.528000,0,247.0,45.0,57.0,735.0,399.0
2023-01-13 20:41:00.000,2023-01-13 20:58:00.000,2023-01-13 20:51:29,5.0341787e-06,2023-01-13 20:47:35.565000,6399,2023-01-13 20:45:39.565000,863,2023-01-13 20:45:43.565000,367,2023-01-13 20:22:03.562000,0,2023-01-13 20:22:03.562000,0,247.0,45.0,57.0,735.0,399.0
2023-01-14 14:34:00.000,2023-01-14 14:45:00.000,2023-01-14 14:39:01,5.8951323e-06,2023-01-14 14:36:47.626000,9727,2023-01-14 14:36:47.626000,991,2023-01-14 14:35:35.626000,231,2023-01-14 14:24:43.625000,0,2023-01-14 14:24:43.625000,0,247.0,45.0,57.0,735.0,399.0
2023-01-14 20:06:00.000,2023-01-14 20:28:00.000,2023-01-14 20:21:22,3.6175767e-05,2023-01-14 20:19:07.749000,188415,2023-01-14 20:18:27.749000,19455,2023-01-14 20:11:47.748000,2943,2023-01-14 19:34:03.744000,0,2023-01-14 19:34:03.744000,0,247.0,45.0,57.0,735.0,399.0
2023-01-16 04:32:00.000,2023-01-16 04:58:00.000,2023-01-16 04:42:26,4.644634e-06,2023-01-16 04:38:24.457000,3199,2023-01-16 04:37:52.457000,367,2023-01-16 04:35:24.457000,199,2023-01-16 04:26:04.456000,0,2023-01-16 04:26:04.456000,0,271.0,45.0,57.0,735.0,367.0
2023-01-20 23:41:00.000,2023-01-20 23:51:00.000,2023-01-20 23:46:19,3.1231239e-06,2023-01-20 23:30:53.224000,431,2023-01-20 23:30:57.224000,83,2023-01-20 23:17:45.223000,83,2023-01-20 23:15:17.223000,0,2023-01-20 23:15:17.223000,0,367.0,53.0,57.0,735.0,367.0
2023-01-21 11:21:00.000,2023-01-21 11:29:00.000,2023-01-21 11:25:26,3.816517e-06,2023-01-21 11:12:17.761000,1343,2023-01-21 11:22:41.762000,199,2023-01-21 11:22:33.762000,99,2023-01-21 10:51:17.759000,0,2023-01-21 10:51:17.759000,0,367.0,53.0,57.0,735.0,367.0
2023-01-22 15:47:00.000,2023-01-22 16:07:00.000,2023-01-22 15:53:11,4.936871e-06,2023-01-22 15:53:06.759000,3455,2023-01-22 15:52:50.759000,335,2023-01-22 15:52:50.759000,183,2023-01-22 15:12:38.755000,0,2023-01-22 15:12:38.755000,0,303.0,45.0,57.0,735.0,367.0
2023-01-22 20:54:00.000,2023-01-22 21:55:00.000,2023-01-22 21:28:11,8.0471855e-06,2023-01-22 21:25:27.027000,11775,2023-01-22 21:25:07.027000,1215,2023-01-22 21:25:07.027000,183,2023-01-22 20:21:59.020000,0,2023-01-22 20:21:59.020000,0,247.0,45.0,57.0,735.0,399.0
2023-01-23 09:28:00.000,2023-01-23 09:46:00.000,2023-01-23 09:37:42,3.3393571e-06,2023-01-23 09:33:55.691000,4863,2023-01-23 09:33:51.691000,735,2023-01-23 09:33:51.691000,247,2023-01-23 09:15:19.689000,0,2023-01-23 09:15:19.689000,0,247.0,45.0,57.0,735.0,399.0
2023-01-24 08:24:00.000,2023-01-24 08:36:00.000,2023-01-24 08:30:38,2.7888475e-06,2023-01-24 08:08:56.873000,495,2023-01-24 08:33:24.873000,91,2023-01-24 07:50:48.871000,75,2023-01-24 07:48:40.870000,0,2023-01-24 07:48:40.870000,0,303.0,45.0,57.0,735.0,367.0
2023-01-24 13:34:00.000,2023-01-24 13:48:00.000,2023-01-24 13:42:44,3.9193665e-06,2023-01-24 13:22:45.171000,2431,2023-01-24 13:22:41.171000,271,2023-01-24 13:41:29.173000,107,2023-01-24 12:58:01.168000,0,2023-01-24 12:58:01.168000,0,303.0,45.0,57.0,735.0,367.0
2023-01-24 13:59:00.000,2023-01-24 15:08:00.000,2023-01-24 14:35:36,9.532586e-06,2023-01-24 14:30:05.199000,14847,2023-01-24 14:25:53.199000,991,2023-01-24 14:20:37.198000,151,2023-01-24 13:36:41.194000,0,2023-01-24 13:36:41.194000,0,303.0,45.0,57.0,735.0,367.0
2023-01-30 05:58:00.000,2023-01-30 06:15:00.000,2023-01-30 06:07:48,2.5805832e-06,2023-01-30 06:06:22.800000,2687,2023-01-30 06:05:34.800000,399,2023-01-30 06:05:26.800000,199,2023-01-30 05:55:34.798000,0,2023-01-30 05:55:34.798000,0,247.0,45.0,57.0,735.0,399.0
2023-02-06 11:44:00.000,2023-02-06 11:55:00.000,2023-02-06 11:51:00,1.4085693e-06,2023-02-06 11:45:44.023000,14847,2023-02-06 11:45:20.023000,431,2023-02-06 11:45:48.023000,107,2023-02-06 11:34:36.022000,0,2023-02-06 11:34:36.022000,0,231.0,45.0,57.0,735.0,367.0
2023-02-06 17:37:00.000,2023-02-06 17:50:00.000,2023-02-06 17:44:19,1.7011073e-06,2023-02-06 17:40:16.663000,927,2023-02-06 17:38:52.663000,83,2023-02-06 17:37:04.663000,91,2023-02-06 17:22:36.661000,0,2023-02-06 17:22:36.661000,0,271.0,45.0,57.0,735.0,399.0
2023-02-07 06:00:00.000,2023-02-07 06:11:00.000,2023-02-07 06:07:20,3.7486432e-06,2023-02-07 06:06:29.927000,11775,2023-02-07 06:06:25.927000,799,2023-02-07 06:06:25.927000,231,2023-02-07 05:37:17.924000,0,2023-02-07 05:37:17.924000,0,247.0,45.0,57.0,735.0,367.0
2023-02-07 07:08:00.000,2023-02-07 07:19:00.000,2023-02-07 07:16:06,2.366026e-06,2023-02-07 07:14:46.053000,2431,2023-02-07 07:14:42.053000,99,2023-02-07 06:56:46.051000,91,2023-02-07 06:54:38.051000,0,2023-02-07 06:54:38.051000,0,231.0,45.0,57.0,735.0,399.0
2023-02-07 12:16:00.000,2023-02-07 12:26:00.000,2023-02-07 12:23:03,3.8401004e-06,2023-02-07 12:09:14.626000,7423,2023-02-07 12:07:54.625000,671,2023-02-07 12:07:58.625000,231,2023-02-07 12:03:58.625000,0,2023-02-07 12:03:58.625000,0,231.0,45.0,57.0,735.0,399.0
2023-02-07 13:09:00.000,2023-02-07 13:33:00.000,2023-02-07 13:23:46,5.6111207e-06,2023-02-07 13:15:14.726000,4863,2023-02-07 13:15:02.726000,247,2023-02-07 13:06:22.725000,91,2023-02-07 12:42:38.723000,0,2023-02-07 12:42:38.723000,0,123.0,115.0,41.0,607.0,303.0
2023-02-07 21:21:00.000,2023-02-07 21:34:00.000,2023-02-07 21:30:27,5.4588177e-06,2023-02-07 21:28:31.653000,3199,2023-02-07 21:26:47.653000,99,2023-02-07 21:24:03.653000,99,2023-02-07 21:05:19.651000,0,2023-02-07 21:05:19.651000,0,271.0,45.0,57.0,735.0,399.0
2023-02-07 22:33:00.000,2023-02-07 22:46:00.000,2023-02-07 22:42:15,4.805053e-06,2023-02-07 22:40:27.790000,10751,2023-02-07 22:39:55.789000,495,2023-02-07 22:39:51.789000,107,2023-02-07 22:22:39.788000,0,2023-02-07 22:22:39.788000,0,271.0,45.0,57.0,735.0,399.0
2023-02-08 02:11:00.000,2023-02-08 02:24:00.000,2023-02-08 02:18:59,4.624011e-06,2023-02-08 02:03:04.203000,6399,2023-02-08 02:02:52.203000,303,2023-02-08 02:17:28.204000,135,2023-02-08 01:36:00.200000,0,2023-02-08 01:36:00.200000,0,215.0,41.0,57.0,735.0,399.0
2023-02-08 15:00:00.000,2023-02-08 15:12:00.000,2023-02-08 15:05:49,2.9234875e-06,2023-02-08 15:02:53.686000,3199,2023-02-08 15:01:33.685000,215,2023-02-08 15:01:37.685000,135,2023-02-08 14:29:21.682000,0,2023-02-08 14:29:21.682000,0,247.0,45.0,57.0,735.0,367.0
2023-02-09 18:04:00.000,2023-02-09 18:18:00.000,2023-02-09 18:11:49,6.6694397e-06,2023-02-09 17:50:27.403000,19455,2023-02-09 17:50:07.403000,2431,2023-02-09 17:47:27.403000,303,2023-02-09 17:27:51.401000,0,2023-02-09 17:27:51.401000,0,183.0,33.0,67.0,735.0,367.0
2023-02-10 10:23:00.000,2023-02-10 10:34:00.000,2023-02-10 10:29:15,4.2524057e-06,2023-02-10 10:28:05.406000,4863,2023-02-10 10:27:49.406000,431,2023-02-10 10:25:13.405000,151,2023-02-10 10:13:13.404000,0,2023-02-10 10:13:13.404000,0,183.0,33.0,67.0,735.0,367.0
2023-02-10 22:19:00.000,2023-02-10 22:31:00.000,2023-02-10 22:25:16,5.474542e-06,2023-02-10 22:24:30.897000,14847,2023-02-10 22:24:02.897000,1343,2023-02-10 22:24:06.897000,167,2023-02-10 21:49:38.893000,799,2023-02-10 21:49:14.893000,0,183.0,33.0,67.0,735.0,367.0
2023-02-11 06:10:00.000,2023-02-11 06:27:00.000,2023-02-11 06:20:26,5.2992536e-06,2023-02-11 06:18:19.695000,3455,2023-02-11 06:18:11.695000,231,2023-02-11 05:54:59.689000,91,2023-02-11 05:33:15.686000,0,2023-02-11 05:33:15.686000,0,183.0,33.0,67.0,735.0,367.0
2023-02-11 07:48:00.000,2023-02-11 07:59:00.000,2023-02-11 07:56:41,1.0069721e-05,2023-02-11 07:58:39.900000,8703,2023-02-11 07:55:23.899000,671,2023-02-11 07:55:27.899000,135,2023-02-11 07:29:15.896000,0,2023-02-11 07:29:15.896000,0,367.0,45.0,57.0,735.0,367.0
