start_time,end_time,1.0-8.0A_peak_time,1.0-8.0A_peak_val,4-10keV_peak_time,4-10keV_peak_val,10-15keV_peak_time,10-15keV_peak_val,15-25keV_peak_time,15-25keV_peak_val,25-50keV_peak_time,25-50keV_peak_val,50-84keV_peak_time,50-84keV_peak_val,bkg 4-10 keV,bkg 10-15 keV,bkg 15-25 keV,bkg 25-50 keV,bkg 50-84 keV
2023-02-12 15:03:00.000,2023-02-12 15:19:00.000,2023-02-12 15:09:30,5.7017346e-06,2023-02-12 15:09:15.768000,9727,2023-02-12 15:12:11.768000,735,2023-02-12 15:07:07.768000,199,2023-02-12 15:03:59.768000,0,2023-02-12 15:03:59.768000,0,367.0,45.0,57.0,735.0,367.0
2023-02-13 10:29:00.000,2023-02-13 10:43:00.000,2023-02-13 10:36:40,3.86792e-06,2023-02-13 10:34:26.382000,2687,2023-02-13 10:33:30.382000,215,2023-02-13 10:32:58.382000,91,2023-02-13 10:24:02.381000,0,2023-02-13 10:24:02.381000,0,367.0,45.0,57.0,735.0,367.0
2023-02-13 15:29:00.000,2023-02-13 15:49:00.000,2023-02-13 15:40:31,7.865682e-06,2023-02-13 15:37:55.066000,10751,2023-02-13 15:36:31.065000,799,2023-02-13 15:11:23.063000,123,2023-02-13 14:54:43.061000,0,2023-02-13 14:54:43.061000,0,271.0,45.0,57.0,735.0,367.0
2023-02-14 10:38:00.000,2023-02-14 10:58:00.000,2023-02-14 10:45:50,3.5766527e-06,2023-02-14 10:41:01.620000,8703,2023-02-14 10:40:49.620000,1215,2023-02-14 10:40:53.620000,199,2023-02-14 10:14:45.617000,0,2023-02-14 10:14:45.617000,0,271.0,45.0,57.0,735.0,367.0
2023-02-15 10:04:00.000,2023-02-15 10:21:00.000,2023-02-15 10:11:09,3.4300401e-06,2023-02-15 10:01:28.955000,3711,2023-02-15 10:01:08.954000,463,2023-02-15 10:01:08.954000,115,2023-02-15 09:26:48.951000,0,2023-02-15 09:26:48.951000,0,271.0,45.0,57.0,735.0,367.0
2023-02-17 10:24:00.000,2023-02-17 10:39:00.000,2023-02-17 10:33:52,2.2024044e-06,2023-02-17 10:30:04.033000,607,2023-02-17 10:30:12.033000,75,2023-02-17 09:51:20.029000,83,2023-02-17 09:46:56.028000,0,2023-02-17 09:46:56.028000,0,271.0,45.0,57.0,735.0,367.0
2023-02-18 22:14:00.000,2023-02-18 22:25:00.000,2023-02-18 22:21:14,2.7957108e-06,2023-02-18 22:19:09.617000,3199,2023-02-18 22:19:09.617000,735,2023-02-18 22:19:09.617000,463,2023-02-18 21:52:21.615000,0,2023-02-18 21:52:21.615000,0,271.0,45.0,57.0,735.0,367.0
2023-02-19 07:30:00.000,2023-02-19 07:40:00.000,2023-02-19 07:39:13,2.50915e-06,2023-02-19 07:26:35.097000,2687,2023-02-19 07:26:27.097000,399,2023-02-19 07:26:23.097000,151,2023-02-19 06:53:43.094000,0,2023-02-19 06:53:43.094000,0,271.0,45.0,57.0,735.0,367.0
2023-02-20 23:19:00.000,2023-02-20 23:36:00.000,2023-02-20 23:26:59,2.1997691e-06,2023-02-20 23:05:43.429000,5375,2023-02-20 23:05:39.429000,399,2023-02-20 23:21:27.431000,107,2023-02-20 22:55:03.428000,0,2023-02-20 22:55:03.428000,0,231.0,41.0,57.0,735.0,367.0
2023-02-21 03:40:00.000,2023-02-21 04:16:00.000,2023-02-21 04:03:05,9.186535e-06,2023-02-21 03:55:08.163000,55295,2023-02-21 03:54:52.163000,5887,2023-02-21 03:53:48.163000,607,2023-02-21 03:25:44.160000,0,2023-02-21 03:25:44.160000,0,231.0,41.0,57.0,735.0,367.0
2023-02-21 18:26:00.000,2023-02-21 18:47:00.000,2023-02-21 18:38:42,4.1529725e-06,2023-02-21 18:36:14.668000,13823,2023-02-21 18:36:10.668000,1343,2023-02-21 18:44:14.669000,167,2023-02-21 18:15:06.666000,0,2023-02-21 18:15:06.666000,0,271.0,45.0,57.0,735.0,367.0
2023-02-21 19:23:00.000,2023-02-21 19:50:00.000,2023-02-21 19:36:40,6.3825855e-06,2023-02-21 19:33:46.831000,27647,2023-02-21 19:33:10.831000,2943,2023-02-21 19:33:10.831000,367,2023-02-21 18:53:46.827000,0,2023-02-21 18:53:46.827000,0,271.0,45.0,57.0,735.0,367.0
2023-02-23 05:16:00.000,2023-02-23 05:45:00.000,2023-02-23 05:29:43,4.2340403e-06,2023-02-23 05:25:52.436000,5375,2023-02-23 05:24:28.436000,431,2023-02-23 05:36:00.437000,107,2023-02-23 05:03:44.434000,799,2023-02-23 05:04:20.434000,431,247.0,41.0,53.0,735.0,367.0
2023-02-23 06:00:00.000,2023-02-23 06:11:00.000,2023-02-23 06:06:04,3.2976695e-06,2023-02-23 06:04:00.565000,3455,2023-02-23 06:02:36.565000,199,2023-02-23 06:02:36.565000,83,2023-02-23 05:42:32.563000,799,2023-02-23 05:47:36.564000,431,271.0,45.0,57.0,735.0,367.0
2023-02-23 07:58:00.000,2023-02-23 08:19:00.000,2023-02-23 08:12:25,7.3293086e-06,2023-02-23 08:10:16.915000,38911,2023-02-23 08:10:20.915000,3711,2023-02-23 08:09:12.915000,991,2023-02-23 07:37:52.912000,0,2023-02-23 07:37:52.912000,0,271.0,45.0,57.0,735.0,367.0
2023-02-25 15:02:00.000,2023-02-25 15:13:00.000,2023-02-25 15:08:57,3.0250076e-06,2023-02-25 15:08:46.580000,19455,2023-02-25 15:08:38.580000,1343,2023-02-25 15:08:38.580000,135,2023-02-25 15:03:22.579000,0,2023-02-25 15:03:22.579000,0,247.0,41.0,53.0,735.0,367.0
2023-02-26 19:10:00.000,2023-02-26 19:31:00.000,2023-02-26 19:23:45,2.9011246e-06,2023-02-26 19:18:55.936000,6399,2023-02-26 19:18:15.936000,607,2023-02-26 19:17:23.936000,151,2023-02-26 18:46:07.932000,0,2023-02-26 18:46:07.932000,0,247.0,41.0,53.0,735.0,367.0
2023-03-01 03:58:00.000,2023-03-01 04:08:00.000,2023-03-01 04:03:56,3.6213412e-06,2023-03-01 04:03:42.799000,15871,2023-03-01 04:03:38.799000,1983,2023-03-01 03:59:50.799000,271,2023-03-01 03:28:58.795000,0,2023-03-01 03:28:58.795000,0,247.0,41.0,53.0,735.0,367.0
2023-03-01 06:26:00.000,2023-03-01 06:33:00.000,2023-03-01 06:30:33,3.2008568e-06,2023-03-01 06:14:15.299000,10751,2023-03-01 06:13:47.299000,991,2023-03-01 06:28:11.301000,271,2023-03-01 06:03:39.298000,0,2023-03-01 06:03:39.298000,0,247.0,41.0,53.0,735.0,367.0
2023-03-02 11:35:00.000,2023-03-02 11:57:00.000,2023-03-02 11:46:10,3.8206404e-06,2023-03-02 11:43:17.231000,8703,2023-03-02 11:42:53.231000,1087,2023-03-02 11:42:37.231000,215,2023-03-02 11:03:45.227000,0,2023-03-02 11:03:45.227000,0,271.0,41.0,53.0,735.0,367.0
2023-03-05 20:54:00.000,2023-03-05 21:17:00.000,2023-03-05 21:01:50,2.3047203e-06,2023-03-05 20:59:18.401000,3199,2023-03-05 20:59:14.401000,399,2023-03-05 20:59:14.401000,115,2023-03-05 20:54:42.400000,0,2023-03-05 20:54:42.400000,0,399.0,41.0,57.0,735.0,367.0
2023-03-06 14:19:00.000,2023-03-06 14:30:00.000,2023-03-06 14:25:20,4.394672e-06,2023-03-06 14:22:48.150000,4351,2023-03-06 14:22:32.150000,735,2023-03-06 14:22:32.150000,151,2023-03-06 14:16:40.150000,0,2023-03-06 14:16:40.150000,0,271.0,41.0,57.0,735.0,367.0
2023-03-09 13:38:00.000,2023-03-09 14:02:00.000,2023-03-09 14:01:36,3.1626382e-06,2023-03-09 13:46:52.335000,5375,2023-03-09 13:45:20.335000,671,2023-03-09 13:45:12.335000,183,2023-03-09 13:10:16.331000,0,2023-03-09 13:10:16.331000,0,271.0,41.0,57.0,735.0,367.0
2023-03-09 18:10:00.000,2023-03-09 18:23:00.000,2023-03-09 18:16:12,2.484725e-06,2023-03-09 18:15:05.334000,2175,2023-03-09 18:15:53.334000,135,2023-03-09 17:44:01.331000,75,2023-03-09 17:40:57.330000,0,2023-03-09 17:40:57.330000,0,271.0,41.0,57.0,735.0,367.0
2023-03-09 19:59:00.000,2023-03-09 20:17:00.000,2023-03-09 20:11:30,3.2591101e-06,2023-03-09 20:10:09.776000,11775,2023-03-09 20:08:37.776000,863,2023-03-09 20:08:29.776000,183,2023-03-09 19:36:57.773000,0,2023-03-09 19:36:57.773000,0,271.0,41.0,57.0,735.0,367.0
2023-03-10 14:38:00.000,2023-03-10 15:11:00.000,2023-03-10 14:55:21,3.3721506e-06,2023-03-10 14:48:48.449000,2175,2023-03-10 14:44:20.448000,135,2023-03-10 14:43:16.448000,83,2023-03-10 14:21:52.446000,0,2023-03-10 14:21:52.446000,0,271.0,45.0,57.0,735.0,367.0
2023-03-17 06:12:00.000,2023-03-17 06:34:00.000,2023-03-17 06:26:28,6.535981e-06,2023-03-17 06:25:15.308000,69631,2023-03-17 06:24:51.308000,4863,2023-03-17 06:22:59.308000,543,2023-03-17 06:08:03.306000,0,2023-03-17 06:08:03.306000,0,247.0,41.0,53.0,735.0,335.0
2023-03-20 00:57:00.000,2023-03-20 01:19:00.000,2023-03-20 01:14:48,4.1943417e-06,2023-03-20 01:08:53.854000,34815,2023-03-20 01:06:45.854000,4863,2023-03-20 01:06:41.854000,1215,2023-03-20 00:31:01.850000,0,2023-03-20 00:31:01.850000,0,271.0,41.0,57.0,735.0,367.0
2023-03-28 15:00:00.000,2023-03-28 15:17:00.000,2023-03-28 15:09:07,1.7885397e-06,2023-03-28 15:06:39.881000,6399,2023-03-28 15:04:27.880000,543,2023-03-28 15:04:27.880000,183,2023-03-28 14:39:15.878000,0,2023-03-28 14:39:15.878000,0,231.0,41.0,53.0,735.0,367.0
2023-04-10 04:14:00.000,2023-04-10 04:32:00.000,2023-04-10 04:29:09,3.5366195e-06,2023-04-10 04:09:37.978000,735,2023-04-10 04:09:41.978000,61,2023-04-10 04:10:37.978000,75,2023-04-10 04:09:21.978000,0,2023-04-10 04:09:21.978000,0,271.0,41.0,53.0,735.0,367.0
2023-04-10 13:23:00.000,2023-04-10 13:46:00.000,2023-04-10 13:37:38,1.6530878e-06,2023-04-10 13:42:54.160000,735,2023-04-10 13:42:50.160000,83,2023-04-10 13:11:30.157000,75,2023-04-10 13:10:50.157000,799,2023-04-10 13:10:42.157000,0,271.0,41.0,53.0,735.0,367.0
2023-04-10 18:49:00.000,2023-04-10 19:01:00.000,2023-04-10 18:56:24,1.9620286e-06,2023-04-10 18:24:18.199000,1983,2023-04-10 18:23:42.199000,335,2023-04-10 18:23:38.199000,151,2023-04-10 18:20:02.199000,0,2023-04-10 18:20:02.199000,0,271.0,41.0,53.0,735.0,367.0
2023-04-11 05:17:00.000,2023-04-11 05:31:00.000,2023-04-11 05:26:41,1.4475697e-06,2023-04-11 05:30:02.156000,367,2023-04-11 05:23:10.156000,61,2023-04-11 05:18:50.155000,75,2023-04-11 05:17:22.155000,0,2023-04-11 05:17:22.155000,0,271.0,41.0,53.0,735.0,367.0
2023-04-11 07:05:00.000,2023-04-11 07:19:00.000,2023-04-11 07:12:31,1.1583246e-06,2023-04-11 07:09:42.130000,4351,2023-04-11 07:07:50.130000,367,2023-04-11 06:47:34.127000,135,2023-04-11 06:34:42.126000,0,2023-04-11 06:34:42.126000,0,271.0,41.0,53.0,735.0,367.0
2023-04-11 09:42:00.000,2023-04-11 09:51:00.000,2023-04-11 09:47:06,1.2239473e-06,2023-04-11 09:46:18.083000,10751,2023-04-11 09:45:50.083000,1727,2023-04-11 09:45:46.083000,367,2023-04-11 09:10:10.080000,799,2023-04-11 09:09:22.079000,0,271.0,41.0,53.0,735.0,367.0
2023-04-12 11:33:00.000,2023-04-12 12:04:00.000,2023-04-12 11:53:24,6.214325e-06,2023-04-12 12:03:56.857000,1087,2023-04-12 12:03:08.857000,91,2023-04-12 11:41:48.855000,75,2023-04-12 11:34:40.854000,0,2023-04-12 11:34:40.854000,0,247.0,41.0,53.0,735.0,367.0
2023-04-14 12:44:00.000,2023-04-14 13:05:00.000,2023-04-14 12:55:18,7.0657425e-06,2023-04-14 12:51:36.194000,4863,2023-04-14 12:51:00.194000,431,2023-04-14 12:51:00.194000,91,2023-04-14 12:33:16.192000,0,2023-04-14 12:33:16.192000,0,271.0,41.0,53.0,735.0,367.0
2023-04-14 15:43:00.000,2023-04-14 15:53:00.000,2023-04-14 15:49:44,2.3442497e-06,2023-04-14 15:47:27.806000,303,2023-04-14 15:47:35.806000,67,2023-04-14 15:47:47.806000,75,2023-04-14 15:46:35.806000,0,2023-04-14 15:46:35.806000,0,231.0,41.0,53.0,735.0,367.0
2023-04-14 20:57:00.000,2023-04-14 21:05:00.000,2023-04-14 21:01:34,5.300066e-06,2023-04-14 20:57:15,271,2023-04-14 21:00:51,61,2023-04-14 20:59:19,75,2023-04-14 20:55:54.999000,0,2023-04-14 20:55:54.999000,0,231.0,41.0,53.0,735.0,367.0
2023-04-15 05:38:00.000,2023-04-15 05:50:00.000,2023-04-15 05:46:43,3.0183526e-06,2023-04-15 05:43:01.756000,7423,2023-04-15 05:42:37.756000,799,2023-04-15 05:39:29.756000,135,2023-04-15 05:18:33.754000,0,2023-04-15 05:18:33.754000,0,231.0,41.0,53.0,735.0,367.0
2023-04-15 06:27:00.000,2023-04-15 06:59:00.000,2023-04-15 06:48:02,5.0661542e-06,2023-04-15 06:44:53.636000,51199,2023-04-15 06:33:13.635000,4351,2023-04-15 06:33:17.635000,671,2023-04-15 05:57:13.631000,0,2023-04-15 05:57:13.631000,0,231.0,41.0,53.0,735.0,367.0
2023-04-15 09:05:00.000,2023-04-15 09:18:00.000,2023-04-15 09:14:33,7.47729e-06,2023-04-15 09:11:05.138000,495,2023-04-15 09:12:33.138000,67,2023-04-15 09:10:57.138000,67,2023-04-15 09:10:33.138000,0,2023-04-15 09:10:33.138000,0,231.0,41.0,53.0,735.0,367.0
2023-04-15 16:11:00.000,2023-04-15 16:25:00.000,2023-04-15 16:18:12,3.4188445e-06,2023-04-15 16:15:51.926000,0,2023-04-15 16:22:27.927000,83,2023-04-15 16:19:19.926000,75,2023-04-15 16:15:51.926000,0,2023-04-15 16:15:51.926000,0,231.0,41.0,53.0,735.0,367.0
2023-04-17 06:21:00.000,2023-04-17 06:39:00.000,2023-04-17 06:33:44,7.1711534e-06,2023-04-17 06:31:16.879000,1343,2023-04-17 06:30:04.879000,151,2023-04-17 06:30:08.879000,83,2023-04-17 06:17:04.878000,0,2023-04-17 06:17:04.878000,0,271.0,41.0,53.0,735.0,367.0
2023-07-14 09:04:00.000,2023-07-14 09:22:00.000,2023-07-14 09:19:54,2.6464288e-06,2023-07-14 09:10:48.701000,2943,2023-07-14 09:10:16.701000,247,2023-07-14 09:07:56.701000,115,2023-07-14 08:45:40.698000,0,2023-07-14 08:45:40.698000,0,231.0,41.0,53.0,735.0,367.0
2023-07-17 03:35:00.000,2023-07-17 03:46:00.000,2023-07-17 03:40:48,4.5604256e-06,2023-07-17 03:13:17.867000,6399,2023-07-17 03:13:25.867000,303,2023-07-17 03:29:05.868000,99,2023-07-17 03:08:21.866000,0,2023-07-17 03:08:21.866000,0,271.0,41.0,57.0,735.0,367.0
2023-07-17 22:41:00.000,2023-07-17 23:06:00.000,2023-07-17 22:55:20,2.7364445e-05,2023-07-17 22:49:38.327000,155647,2023-07-17 22:50:02.327000,14847,2023-07-17 22:46:30.327000,2431,2023-07-17 22:28:22.325000,0,2023-07-17 22:28:22.325000,0,271.0,41.0,57.0,735.0,367.0
2023-04-18 14:27:00.000,2023-04-18 14:54:00.000,2023-04-18 14:35:11,2.5225386e-06,2023-04-18 14:32:54.050000,27647,2023-04-18 14:32:18.050000,1599,2023-04-18 14:30:22.050000,151,2023-04-18 14:30:18.050000,0,2023-04-18 14:30:18.050000,0,215.0,41.0,53.0,735.0,367.0
2023-05-02 17:29:00.000,2023-05-02 17:37:00.000,2023-05-02 17:33:22,3.492283e-06,2023-05-02 17:33:02.725000,17407,2023-05-02 17:32:50.725000,1087,2023-05-02 17:10:10.722000,231,2023-05-02 17:02:06.722000,0,2023-05-02 17:02:06.722000,0,231.0,41.0,57.0,735.0,367.0
2023-05-03 03:43:00.000,2023-05-03 03:55:00.000,2023-05-03 03:52:25,2.190217e-06,2023-05-03 03:21:47.872000,34815,2023-05-03 03:21:51.872000,3455,2023-05-03 03:21:59.872000,863,2023-05-03 03:20:43.872000,0,2023-05-03 03:20:43.872000,0,271.0,41.0,53.0,735.0,367.0
2023-05-03 07:14:00.000,2023-05-03 07:25:00.000,2023-05-03 07:23:44,3.4390894e-06,2023-05-03 07:24:54.968000,3711,2023-05-03 07:24:38.968000,463,2023-05-03 07:24:46.968000,135,2023-05-03 07:13:02.967000,799,2023-05-03 07:12:42.967000,0,271.0,41.0,53.0,735.0,367.0
2023-05-03 14:55:00.000,2023-05-03 15:04:00.000,2023-05-03 15:00:18,3.319477e-06,2023-05-03 14:56:40.991000,335,2023-05-03 14:59:00.991000,57,2023-05-03 14:57:44.991000,75,2023-05-03 14:56:40.991000,0,2023-05-03 14:56:40.991000,0,247.0,41.0,53.0,735.0,367.0
2023-05-04 00:37:00.000,2023-05-04 00:46:00.000,2023-05-04 00:41:45,2.6712837e-06,2023-05-04 00:41:34.509000,10751,2023-05-04 00:40:42.509000,927,2023-05-04 00:40:14.509000,215,2023-05-04 00:36:38.509000,0,2023-05-04 00:36:38.509000,0,247.0,41.0,53.0,735.0,367.0
2023-05-04 01:54:00.000,2023-05-04 02:29:00.000,2023-05-04 02:14:48,5.0740186e-06,2023-05-04 01:58:06.182000,13823,2023-05-04 01:59:18.182000,1343,2023-05-04 01:59:10.182000,271,2023-05-04 01:53:58.181000,0,2023-05-04 01:53:58.181000,0,247.0,41.0,53.0,735.0,367.0
2023-05-09 01:44:00.000,2023-05-09 01:52:00.000,2023-05-09 01:50:06,2.6043956e-06,2023-05-09 01:27:39.795000,7423,2023-05-09 01:34:07.795000,495,2023-05-09 01:34:07.795000,199,2023-05-09 01:27:39.795000,0,2023-05-09 01:27:39.795000,0,271.0,41.0,57.0,735.0,367.0
2023-05-09 09:18:00.000,2023-05-09 09:40:00.000,2023-05-09 09:28:17,4.4508765e-06,2023-05-09 09:11:38.025000,3455,2023-05-09 09:11:46.025000,135,2023-05-09 09:27:14.026000,83,2023-05-09 09:11:38.025000,0,2023-05-09 09:11:38.025000,0,271.0,41.0,57.0,735.0,367.0
2023-05-19 04:37:00.000,2023-05-19 04:49:00.000,2023-05-19 04:45:00,2.9870723e-06,2023-05-19 04:48:50.182000,799,2023-05-19 04:48:34.182000,99,2023-05-19 04:24:34.179000,83,2023-05-19 04:24:06.179000,0,2023-05-19 04:24:06.179000,0,303.0,45.0,53.0,735.0,367.0
2023-05-20 17:37:00.000,2023-05-20 17:59:00.000,2023-05-20 17:43:16,3.803714e-06,2023-05-20 17:54:27.091000,1727,2023-05-20 17:54:07.091000,199,2023-05-20 17:33:07.088000,83,2023-05-20 17:07:59.086000,0,2023-05-20 17:07:59.086000,0,231.0,41.0,57.0,735.0,367.0
2023-05-20 19:37:00.000,2023-05-20 19:57:00.000,2023-05-20 19:51:45,4.470086e-06,2023-05-20 19:56:26.725000,4351,2023-05-20 19:56:14.725000,335,2023-05-20 19:04:34.720000,75,2023-05-20 19:03:58.720000,0,2023-05-20 19:03:58.720000,0,247.0,41.0,57.0,735.0,367.0
2023-06-10 20:59:00.000,2023-06-10 21:11:00.000,2023-06-10 21:06:31,3.859271e-06,2023-06-10 21:07:06.631000,1087,2023-06-10 21:02:10.631000,99,2023-06-10 21:05:30.631000,83,2023-06-10 20:52:34.630000,0,2023-06-10 20:52:34.630000,0,303.0,41.0,53.0,735.0,399.0
2023-06-11 01:55:00.000,2023-06-11 02:07:00.000,2023-06-11 02:02:39,2.8720765e-06,2023-06-11 02:02:50.157000,1087,2023-06-11 02:02:02.157000,107,2023-06-11 01:25:34.154000,75,2023-06-11 01:23:14.153000,0,2023-06-11 01:23:14.153000,0,303.0,41.0,53.0,735.0,399.0
2023-06-12 08:47:00.000,2023-06-12 09:02:00.000,2023-06-12 08:55:16,2.6277012e-06,2023-06-12 08:53:51.181000,3967,2023-06-12 08:53:51.181000,271,2023-06-12 08:53:39.181000,91,2023-06-12 08:19:11.177000,0,2023-06-12 08:19:11.177000,0,303.0,41.0,53.0,735.0,399.0
2023-06-12 13:09:00.000,2023-06-12 13:25:00.000,2023-06-12 13:19:40,2.7705466e-06,2023-06-12 13:15:06.785000,3455,2023-06-12 13:14:34.785000,271,2023-06-12 13:13:42.785000,115,2023-06-12 12:49:50.782000,0,2023-06-12 12:49:50.782000,0,303.0,41.0,53.0,735.0,399.0
2023-06-20 10:47:00.000,2023-06-20 11:09:00.000,2023-06-20 11:06:05,8.73588e-06,2023-06-20 10:44:09.557000,34815,2023-06-20 10:44:17.557000,2687,2023-06-20 10:36:05.556000,543,2023-06-20 10:15:49.554000,0,2023-06-20 10:15:49.554000,0,303.0,41.0,53.0,735.0,399.0
2023-06-20 13:42:00.000,2023-06-20 13:49:00.000,2023-06-20 13:46:21,3.3956876e-06,2023-06-20 13:44:57.380000,1983,2023-06-20 13:43:57.380000,271,2023-06-20 13:43:29.380000,83,2023-06-20 13:29:09.378000,0,2023-06-20 13:29:09.378000,0,231.0,41.0,53.0,735.0,367.0
2023-06-20 15:23:00.000,2023-06-20 15:37:00.000,2023-06-20 15:34:21,7.0976803e-06,2023-06-20 15:32:01.278000,6399,2023-06-20 15:31:57.278000,735,2023-06-20 15:32:25.278000,135,2023-06-20 14:46:29.274000,0,2023-06-20 14:46:29.274000,0,271.0,41.0,53.0,735.0,367.0
2023-06-24 20:13:00.000,2023-06-24 20:35:00.000,2023-06-24 20:21:18,1.7786581e-06,2023-06-24 20:19:51.837000,3967,2023-06-24 20:19:11.837000,863,2023-06-24 20:19:07.837000,231,2023-06-24 19:57:03.835000,0,2023-06-24 19:57:03.835000,0,271.0,41.0,53.0,735.0,367.0
2023-06-26 11:43:00.000,2023-06-26 12:11:00.000,2023-06-26 11:52:18,3.0594047e-06,2023-06-26 12:06:41.059000,1087,2023-06-26 11:59:53.058000,151,2023-06-26 12:00:09.058000,83,2023-06-26 11:40:41.056000,0,2023-06-26 11:40:41.056000,0,271.0,41.0,57.0,735.0,367.0
2023-07-04 06:36:00.000,2023-07-04 06:45:00.000,2023-07-04 06:41:13,7.673259e-06,2023-07-04 06:39:32.330000,1087,2023-07-04 06:39:08.330000,183,2023-07-04 06:32:12.329000,83,2023-07-04 06:23:52.328000,0,2023-07-04 06:23:52.328000,0,231.0,41.0,57.0,735.0,367.0
2023-07-18 20:00:00.000,2023-07-18 20:11:00.000,2023-07-18 20:06:01,1.4790525e-05,2023-07-18 20:05:22.919000,17407,2023-07-18 20:03:10.919000,3455,2023-07-18 20:03:10.919000,2175,2023-07-18 20:03:10.919000,1343,2023-07-18 19:44:22.917000,0,231.0,41.0,53.0,735.0,367.0
2023-07-19 07:08:00.000,2023-07-19 07:23:00.000,2023-07-19 07:16:59,3.059957e-06,2023-07-19 07:15:51.260000,4351,2023-07-19 07:15:35.260000,543,2023-07-19 07:15:35.260000,247,2023-07-19 06:41:43.256000,0,2023-07-19 06:41:43.256000,0,231.0,41.0,53.0,735.0,367.0
2023-07-19 08:15:00.000,2023-07-19 08:30:00.000,2023-07-19 08:24:28,3.1937084e-06,2023-07-19 08:22:43.305000,3199,2023-07-19 08:21:23.305000,303,2023-07-19 08:21:23.305000,135,2023-07-19 07:59:03.303000,0,2023-07-19 07:59:03.303000,0,231.0,41.0,53.0,735.0,367.0
2023-07-23 14:12:00.000,2023-07-23 14:47:00.000,2023-07-23 14:44:22,5.299433e-06,2023-07-23 14:40:23.808000,1087,2023-07-23 14:40:19.808000,123,2023-07-23 14:07:51.805000,75,2023-07-23 13:48:27.803000,0,2023-07-23 13:48:27.803000,0,247.0,41.0,53.0,735.0,367.0
2023-07-24 15:03:00.000,2023-07-24 15:25:00.000,2023-07-24 15:15:30,2.4733554e-06,2023-07-24 15:09:49.033000,3199,2023-07-24 15:09:49.033000,495,2023-07-24 15:09:49.033000,135,2023-07-24 14:56:29.031000,0,2023-07-24 14:56:29.031000,0,231.0,41.0,53.0,735.0,367.0
2023-07-25 20:48:00.000,2023-07-25 21:08:00.000,2023-07-25 20:57:28,4.24908e-06,2023-07-25 20:54:46.762000,10751,2023-07-25 20:53:50.762000,1087,2023-07-25 20:53:54.762000,215,2023-07-25 20:35:10.760000,0,2023-07-25 20:35:10.760000,0,367.0,45.0,53.0,671.0,335.0
2023-07-26 00:25:00.000,2023-07-26 00:51:00.000,2023-07-26 00:40:37,5.604382e-06,2023-07-26 00:38:38.994000,2687,2023-07-26 00:38:18.994000,335,2023-07-25 23:50:06.989000,135,2023-07-25 23:48:30.988000,0,2023-07-25 23:48:30.988000,0,367.0,45.0,53.0,671.0,335.0
2023-07-26 03:53:00.000,2023-07-26 04:21:00.000,2023-07-26 04:11:48,9.366733e-06,2023-07-26 04:02:03.217000,38911,2023-07-26 04:01:31.217000,4351,2023-07-26 04:01:47.217000,671,2023-07-26 03:40:31.214000,0,2023-07-26 03:40:31.214000,0,367.0,45.0,53.0,671.0,335.0
2023-07-26 05:07:00.000,2023-07-26 05:39:00.000,2023-07-26 05:17:00,9.222058e-06,2023-07-26 04:59:07.295000,8703,2023-07-26 04:59:07.295000,735,2023-07-26 04:58:23.295000,215,2023-07-26 04:57:51.295000,0,2023-07-26 04:57:51.295000,0,247.0,41.0,53.0,671.0,335.0
2023-07-27 09:27:00.000,2023-07-27 09:44:00.000,2023-07-27 09:42:22,9.341758e-06,2023-07-27 09:41:33.098000,59391,2023-07-27 09:41:29.098000,8703,2023-07-27 09:41:29.098000,1599,2023-07-27 09:19:13.095000,0,2023-07-27 09:19:13.095000,0,247.0,45.0,53.0,671.0,335.0
2023-08-01 06:28:00.000,2023-08-01 07:19:00.000,2023-08-01 06:57:13,3.6788548e-05,2023-08-01 07:02:18.840000,1855,2023-08-01 06:59:02.839000,151,2023-08-01 06:27:10.836000,99,2023-08-01 06:25:18.836000,0,2023-08-01 06:25:18.836000,0,247.0,45.0,53.0,671.0,335.0
2023-08-02 05:09:00.000,2023-08-02 05:16:00.000,2023-08-02 05:12:59,4.3082364e-06,2023-08-02 05:12:48.852000,4351,2023-08-02 05:11:24.852000,463,2023-08-02 05:10:52.852000,115,2023-08-02 04:58:40.851000,0,2023-08-02 04:58:40.851000,0,247.0,45.0,53.0,671.0,335.0
2023-08-03 02:10:00.000,2023-08-03 02:21:00.000,2023-08-03 02:14:13,4.2008846e-06,2023-08-03 01:37:10.587000,10751,2023-08-03 01:37:02.587000,1215,2023-08-03 01:36:42.587000,135,2023-08-03 01:36:02.587000,0,2023-08-03 01:36:02.587000,0,247.0,41.0,53.0,671.0,335.0
2023-08-03 08:43:00.000,2023-08-03 08:53:00.000,2023-08-03 08:49:53,3.7256432e-06,2023-08-03 08:46:59.210000,8703,2023-08-03 08:46:59.210000,1855,2023-08-03 08:46:51.210000,495,2023-08-03 08:41:23.209000,0,2023-08-03 08:41:23.209000,0,271.0,49.0,67.0,735.0,463.0
2023-08-04 03:05:00.000,2023-08-04 03:24:00.000,2023-08-04 03:15:35,3.039954e-06,2023-08-04 03:12:20.980000,4351,2023-08-04 03:11:56.980000,367,2023-08-04 03:10:40.980000,83,2023-08-04 02:44:04.977000,0,2023-08-04 02:44:04.977000,0,271.0,49.0,67.0,735.0,463.0
