goes_start_time,goes_end_time,stix_start_time,stix_end_time
2023-05-09 20:32:00.000,2023-05-09 21:04:00.000,2023-05-09T20:49:43.983,2023-05-09T21:36:43.988
2023-05-10 14:11:00.000,2023-05-10 14:33:00.000,2023-05-10T14:12:47.889,2023-05-10T14:16:47.889
2023-05-11 08:47:00.000,2023-05-11 09:11:00.000,2023-05-11T08:44:55.902,2023-05-11T09:04:27.904
2023-05-16 16:31:00.000,2023-05-16 16:51:00.000,2023-05-16T16:22:23.312,2023-05-16T17:04:07.316
2023-05-18 06:48:00.000,2023-05-18 07:02:00.000,2023-05-18T06:46:11.356,2023-05-18T07:48:31.363
2023-05-18 11:32:00.000,2023-05-18 12:00:00.000,2023-05-18T11:47:15.388,2023-05-18T12:38:15.393
2023-05-18 12:39:00.000,2023-05-18 12:56:00.000,2023-05-18T12:42:39.394,2023-05-18T13:05:23.396
2023-05-18 20:12:00.000,2023-05-18 20:51:00.000,2023-05-18T19:56:19.339,2023-05-18T20:46:31.345
2023-05-19 04:49:00.000,2023-05-19 05:10:00.000,2023-05-19T04:39:19.395,2023-05-19T05:08:43.397
2023-05-19 19:45:00.000,2023-05-19 20:14:00.000,2023-05-19T19:56:31.391,2023-05-19T20:25:03.394
2023-05-20 10:48:00.000,2023-05-20 11:10:00.000,2023-05-20T10:52:55.386,2023-05-20T11:00:31.387
2023-05-20 12:25:00.000,2023-05-20 12:40:00.000,2023-05-20T12:18:23.394,2023-05-20T12:42:19.397
2023-05-22 13:31:00.000,2023-05-22 13:43:00.000,2023-05-22T13:22:59.604,2023-05-22T13:35:11.605
2023-05-23 12:07:00.000,2023-05-23 12:17:00.000,2023-05-23T12:03:31.748,2023-05-23T12:25:31.750
2023-05-25 14:37:00.000,2023-05-25 14:53:00.000,2023-05-25T14:17:11.866,2023-05-25T14:46:03.869
2023-05-30 07:54:00.000,2023-05-30 08:19:00.000,2023-05-30T07:55:35.885,2023-05-30T08:58:51.891
2023-05-30 10:15:00.000,2023-05-30 10:29:00.000,2023-05-30T10:08:39.898,2023-05-30T11:07:39.905
2023-05-30 13:36:00.000,2023-05-30 13:41:00.000,2023-05-30T13:36:35.920,2023-05-30T14:23:19.925
2023-06-20 16:27:00.000,2023-06-20 16:42:00.000,2023-06-20T16:26:47.008,2023-06-20T16:50:35.011
2023-06-24 12:11:00.000,2023-06-24 12:24:00.000,2023-06-24T12:16:51.484,2023-06-24T13:38:55.493
2023-06-28 08:26:00.000,2023-06-28 08:59:00.000,2023-06-28T08:30:18.463,2023-06-28T09:32:10.469
2023-06-29 14:00:00.000,2023-06-29 14:23:00.000,2023-06-29T13:50:22.547,2023-06-29T14:18:50.550
2023-07-03 06:43:00.000,2023-07-03 06:59:00.000,2023-07-03T06:47:47.805,2023-07-03T07:32:47.809
2023-07-04 12:20:00.000,2023-07-04 12:55:00.000,2023-07-04T12:21:15.990,2023-07-04T13:47:43.999
2023-07-07 06:17:00.000,2023-07-07 06:38:00.000,2023-07-07T06:17:27.904,2023-07-07T06:19:31.904
2023-07-10 03:29:00.000,2023-07-10 04:12:00.000,2023-07-10T03:07:12.134,2023-07-10T04:04:12.140
2023-07-10 22:06:00.000,2023-07-10 22:29:00.000,2023-07-10T22:04:40.253,2023-07-10T22:38:00.256
2023-07-11 14:19:00.000,2023-07-11 14:45:00.000,2023-07-11T14:25:12.355,2023-07-11T14:54:08.358
2023-07-11 16:02:00.000,2023-07-11 16:35:00.000,2023-07-11T15:59:12.365,2023-07-11T16:38:24.369
2023-07-11 17:51:00.000,2023-07-11 18:16:00.000,2023-07-11T17:50:04.377,2023-07-11T18:58:20.284
2023-07-13 18:55:00.000,2023-07-13 19:36:00.000,2023-07-13T18:28:28.482,2023-07-13T19:28:40.488
2023-07-15 07:21:00.000,2023-07-15 07:56:00.000,2023-07-15T07:14:12.415,2023-07-15T07:27:56.417
2023-07-16 14:57:00.000,2023-07-16 15:12:00.000,2023-07-16T14:54:40.214,2023-07-16T14:57:04.214
2023-07-16 17:36:00.000,2023-07-16 18:59:00.000,2023-07-16T17:27:44.130,2023-07-16T18:24:28.136
2023-07-17 22:41:00.000,2023-07-17 23:06:00.000,2023-07-17T22:42:40.115,2023-07-17T23:06:32.116
2023-07-18 06:45:00.000,2023-07-18 07:02:00.000,2023-07-18T06:44:24.064,2023-07-18T07:34:56.069
2023-07-18 19:32:00.000,2023-07-18 20:00:00.000,2023-07-18T19:16:32.043,2023-07-18T19:51:24.047
2023-07-18 20:00:00.000,2023-07-18 20:11:00.000,2023-07-18T20:01:40.048,2023-07-18T20:52:48.053
2023-07-19 17:04:00.000,2023-07-19 17:43:00.000,2023-07-19T17:05:15.980,2023-07-19T18:24:07.989
2023-07-22 03:12:00.000,2023-07-22 03:55:00.000,2023-07-22T03:05:56.045,2023-07-22T04:30:48.054
2023-07-25 01:36:00.000,2023-07-25 02:24:00.000,2023-07-25T01:36:56.189,2023-07-25T03:04:24.198
2023-07-25 21:08:00.000,2023-07-25 21:24:00.000,2023-07-25T20:48:44.313,2023-07-25T21:56:32.320
2023-07-26 04:21:00.000,2023-07-26 04:33:00.000,2023-07-26T03:54:52.358,2023-07-26T05:12:40.366
2023-07-26 10:17:00.000,2023-07-26 10:48:00.000,2023-07-26T10:20:08.398,2023-07-26T11:28:48.406
2023-07-26 15:50:00.000,2023-07-26 16:07:00.000,2023-07-26T15:49:20.333,2023-07-26T16:28:32.338
2023-07-27 09:44:00.000,2023-07-27 09:58:00.000,2023-07-27T09:28:36.445,2023-07-27T10:09:36.449
2023-07-28 15:39:00.000,2023-07-28 16:13:00.000,2023-07-28T15:44:24.636,2023-07-28T16:03:00.638
2023-07-30 08:18:00.000,2023-07-30 08:26:00.000,2023-07-30T08:24:44.892,2023-07-30T08:50:44.895
2023-08-01 06:28:00.000,2023-08-01 07:19:00.000,2023-08-01T06:53:29.786,2023-08-01T07:48:33.792
2023-08-01 09:03:00.000,2023-08-01 09:16:00.000,2023-08-01T09:06:29.804,2023-08-01T10:07:41.806
2023-08-01 14:03:00.000,2023-08-01 14:27:00.000,2023-08-01T14:06:21.831,2023-08-01T15:08:01.838
2023-08-02 08:03:00.000,2023-08-02 08:21:00.000,2023-08-02T07:44:17.943,2023-08-02T08:28:45.947
2023-08-02 10:44:00.000,2023-08-02 10:54:00.000,2023-08-02T10:31:09.860,2023-08-02T11:47:33.868
2023-08-02 14:46:00.000,2023-08-02 14:56:00.000,2023-08-02T14:48:45.888,2023-08-02T15:07:17.890
2023-08-02 16:13:00.000,2023-08-02 16:26:00.000,2023-08-02T16:01:13.795,2023-08-02T16:40:45.799
2023-08-03 11:47:00.000,2023-08-03 11:59:00.000,2023-08-03T11:48:05.920,2023-08-03T12:17:53.923
2023-08-04 03:38:00.000,2023-08-04 05:11:00.000,2023-08-04T03:41:38.020,2023-08-04T05:08:18.029
2023-08-05 06:16:00.000,2023-08-05 09:06:00.000,2023-08-05T06:20:34.195,2023-08-05T06:25:50.098
2023-08-05 09:23:00.000,2023-08-05 09:50:00.000,2023-08-05T09:18:26.114,2023-08-05T09:59:34.118
2023-08-05 21:45:00.000,2023-08-05 22:44:00.000,2023-08-05T21:47:02.193,2023-08-05T21:48:22.193
2023-08-06 18:20:00.000,2023-08-06 18:54:00.000,2023-08-06T18:24:14.324,2023-08-06T19:52:38.334
2023-08-07 04:29:00.000,2023-08-07 04:51:00.000,2023-08-07T04:04:36.086,2023-08-07T05:11:32.093
2023-08-07 19:37:00.000,2023-08-07 19:58:00.000,2023-08-07T19:38:20.085,2023-08-07T19:57:44.087
2023-08-07 20:30:00.000,2023-08-07 21:18:00.000,2023-08-07T20:31:04.091,2023-08-07T20:40:48.092
2023-08-08 09:20:00.000,2023-08-08 09:41:00.000,2023-08-08T09:18:27.972,2023-08-08T10:18:27.978
2023-09-01 02:54:00.000,2023-09-01 04:47:00.000,2023-09-01T02:51:37.259,2023-09-01T04:26:57.268
2023-09-02 06:33:00.000,2023-09-02 07:38:00.000,2023-09-02T06:35:33.437,2023-09-02T08:02:49.447
2023-09-03 00:14:00.000,2023-09-03 00:33:00.000,2023-09-03T00:04:41.450,2023-09-03T01:08:29.457
2023-09-03 08:09:00.000,2023-09-03 08:49:00.000,2023-09-03T08:11:41.403,2023-09-03T09:40:25.413
2023-09-11 01:08:00.000,2023-09-11 01:57:00.000,2023-09-11T01:01:56.194,2023-09-11T01:08:52.194
2023-09-11 03:58:00.000,2023-09-11 04:15:00.000,2023-09-11T03:57:16.219,2023-09-11T04:40:44.223
2023-09-12 04:18:00.000,2023-09-12 04:31:00.000,2023-09-12T04:28:12.078,2023-09-12T04:50:44.081
2023-09-12 06:47:00.000,2023-09-12 07:19:00.000,2023-09-12T06:22:12.090,2023-09-12T06:57:04.095
2023-09-14 06:40:00.000,2023-09-14 08:39:00.000,2023-09-14T06:40:24.305,2023-09-14T08:29:12.317
2023-09-14 19:23:00.000,2023-09-14 19:40:00.000,2023-09-14T18:59:32.385,2023-09-14T19:42:48.390
2023-09-14 21:17:00.000,2023-09-14 21:32:00.000,2023-09-14T20:49:40.397,2023-09-14T21:35:40.403
2023-09-16 00:38:00.000,2023-09-16 00:57:00.000,2023-09-16T00:56:32.581,2023-09-16T01:28:44.584
2023-09-16 05:30:00.000,2023-09-16 05:51:00.000,2023-09-16T05:08:08.608,2023-09-16T06:01:24.614
2023-09-19 03:45:00.000,2023-09-19 04:01:00.000,2023-09-19T03:32:12.668,2023-09-19T04:10:16.673
2023-09-19 09:23:00.000,2023-09-19 09:44:00.000,2023-09-19T09:32:28.608,2023-09-19T10:38:52.615
2023-09-19 20:01:00.000,2023-09-19 20:21:00.000,2023-09-19T20:00:08.476,2023-09-19T20:01:40.476
2023-09-22 15:53:00.000,2023-09-22 16:46:00.000,2023-09-22T16:21:48.622,2023-09-22T16:47:00.625
2023-09-22 17:06:00.000,2023-09-22 17:20:00.000,2023-09-22T17:09:48.628,2023-09-22T17:34:48.630
2023-09-22 22:25:00.000,2023-09-22 23:13:00.000,2023-09-22T22:45:52.664,2023-09-22T23:17:04.667
2023-09-23 20:14:00.000,2023-09-23 21:00:00.000,2023-09-23T20:03:36.803,2023-09-23T21:20:28.811
2023-09-30 16:16:00.000,2023-09-30 16:49:00.000,2023-09-30T15:47:49.883,2023-09-30T16:55:13.890
2023-10-01 01:10:00.000,2023-10-01 01:43:00.000,2023-10-01T01:04:13.946,2023-10-01T02:37:41.957
2023-10-02 12:35:00.000,2023-10-02 12:58:00.000,2023-10-02T12:32:34.082,2023-10-02T13:34:14.089
2023-10-07 17:57:00.000,2023-10-07 18:10:00.000,2023-10-07T17:50:52.319,2023-10-07T18:36:36.325
2023-10-10 12:08:00.000,2023-10-10 12:29:00.000,2023-10-10T12:11:16.364,2023-10-10T12:13:36.364
2023-10-12 04:50:00.000,2023-10-12 05:05:00.000,2023-10-12T04:52:12.435,2023-10-12T04:59:40.436
2023-11-01 06:07:00.000,2023-11-01 06:49:00.000,2023-11-01T05:38:03.999,2023-11-01T07:01:04.002
2023-11-01 11:37:00.000,2023-11-01 13:00:00.000,2023-11-01T11:36:56.032,2023-11-01T11:46:04.033
2023-11-02 12:18:00.000,2023-11-02 12:26:00.000,2023-11-02T12:16:48.093,2023-11-02T12:24:04.094
2023-11-05 11:34:00.000,2023-11-05 11:47:00.000,2023-11-05T11:13:11.757,2023-11-05T12:09:23.763
2023-11-05 14:24:00.000,2023-11-05 14:36:00.000,2023-11-05T14:27:27.778,2023-11-05T14:54:55.781
2023-11-11 17:01:00.000,2023-11-11 17:45:00.000,2023-11-11T17:15:04.331,2023-11-11T17:24:04.332
2023-11-18 05:37:00.000,2023-11-18 05:50:00.000,2023-11-18T05:36:01.045,2023-11-18T06:43:49.053
2023-11-18 16:34:00.000,2023-11-18 16:54:00.000,2023-11-18T16:32:45.116,2023-11-18T17:14:33.121
2023-11-20 08:54:00.000,2023-11-20 09:12:00.000,2023-11-20T08:55:25.178,2023-11-20T09:43:49.183
2023-11-23 02:59:00.000,2023-11-23 04:05:00.000,2023-11-23T02:45:29.306,2023-11-23T04:13:17.315
2023-11-24 09:17:00.000,2023-11-24 09:43:00.000,2023-11-24T09:16:09.404,2023-11-24T10:00:37.409
2023-12-01 04:12:00.000,2023-12-01 05:07:00.000,2023-12-01T04:10:18.162,2023-12-01T05:16:26.170
2023-12-05 06:39:00.000,2023-12-05 06:48:00.000,2023-12-05T06:38:43.798,2023-12-05T07:03:23.801
2023-12-09 09:41:00.000,2023-12-09 10:06:00.000,2023-12-09T09:40:21.840,2023-12-09T10:32:09.846
2023-12-10 03:42:00.000,2023-12-10 03:58:00.000,2023-12-10T03:45:37.957,2023-12-10T04:29:17.962
2023-12-14 07:11:00.000,2023-12-14 08:00:00.000,2023-12-14T07:16:18.400,2023-12-14T08:36:18.409
2023-12-14 13:29:00.000,2023-12-14 14:08:00.000,2023-12-14T13:30:22.440,2023-12-14T14:45:14.448
2023-12-14 16:47:00.000,2023-12-14 17:12:00.000,2023-12-14T16:43:50.461,2023-12-14T16:47:46.461
2023-12-15 07:03:00.000,2023-12-15 07:23:00.000,2023-12-15T07:06:14.454,2023-12-15T08:28:34.463
2023-12-15 07:23:00.000,2023-12-15 07:43:00.000,2023-12-15T07:06:14.454,2023-12-15T08:28:34.463
2023-12-17 20:08:00.000,2023-12-17 20:21:00.000,2023-12-17T20:14:06.749,2023-12-17T20:38:38.752
2023-12-21 05:19:00.000,2023-12-21 05:49:00.000,2023-12-21T05:18:58.571,2023-12-21T06:38:22.580
2023-12-24 11:09:00.000,2023-12-24 11:24:00.000,2023-12-24T11:09:47.073,2023-12-24T11:41:31.077
2023-12-24 16:37:00.000,2023-12-24 16:56:00.000,2023-12-24T16:17:15.106,2023-12-24T17:05:43.111
2023-12-31 21:36:00.000,2023-12-31 22:08:00.000,2023-12-31T21:37:55.324,2023-12-31T23:04:47.333
2024-01-01 08:33:00.000,2024-01-01 09:04:00.000,2024-01-01T08:24:03.193,2024-01-01T09:17:19.199
2024-01-01 11:54:00.000,2024-01-01 12:35:00.000,2024-01-01T12:03:23.217,2024-01-01T12:03:55.217
2024-01-02 18:02:00.000,2024-01-02 18:56:00.000,2024-01-02T17:59:35.210,2024-01-02T19:06:55.218
2024-01-04 01:08:00.000,2024-01-04 01:22:00.000,2024-01-04T01:11:27.212,2024-01-04T02:22:15.219
2024-01-10 12:39:00.000,2024-01-10 13:05:00.000,2024-01-10T12:35:27.816,2024-01-10T13:29:47.822
2024-01-10 23:18:00.000,2024-01-10 23:35:00.000,2024-01-10T23:08:23.885,2024-01-10T23:56:51.890
2024-01-11 17:49:00.000,2024-01-11 17:59:00.000,2024-01-11T17:45:35.705,2024-01-11T18:33:39.710
2024-01-22 06:09:00.000,2024-01-22 06:30:00.000,2024-01-22T06:08:44.538,2024-01-22T06:42:20.541
2024-01-22 19:28:00.000,2024-01-22 19:36:00.000,2024-01-22T18:59:44.621,2024-01-22T20:05:32.628
2024-01-22 21:14:00.000,2024-01-22 21:32:00.000,2024-01-22T21:16:52.636,2024-01-22T22:42:48.645
2024-01-23 03:09:00.000,2024-01-23 03:38:00.000,2024-01-23T02:59:32.573,2024-01-23T04:01:40.579
2024-01-23 07:52:00.000,2024-01-23 08:18:00.000,2024-01-23T07:53:00.604,2024-01-23T07:57:00.605
2024-01-23 08:18:00.000,2024-01-23 08:26:00.000,2024-01-23T08:19:20.607,2024-01-23T08:22:44.608
2024-01-23 14:45:00.000,2024-01-23 15:05:00.000,2024-01-23T14:27:24.647,2024-01-23T15:44:52.655
2024-01-23 16:36:00.000,2024-01-23 16:47:00.000,2024-01-23T16:17:04.659,2024-01-23T17:26:36.666
2024-01-23 18:35:00.000,2024-01-23 18:49:00.000,2024-01-23T18:19:12.672,2024-01-23T18:56:16.676
2024-01-24 05:18:00.000,2024-01-24 06:00:00.000,2024-01-24T05:15:52.743,2024-01-24T06:20:20.750
2024-01-24 20:44:00.000,2024-01-24 21:11:00.000,2024-01-24T20:46:16.743,2024-01-24T22:10:04.753
2024-01-29 01:29:00.000,2024-01-29 01:52:00.000,2024-01-29T01:30:24.496,2024-01-29T02:02:20.500
2024-01-29 03:54:00.000,2024-01-29 05:15:00.000,2024-01-29T04:06:52.515,2024-01-29T05:43:00.424
2024-02-02 02:52:00.000,2024-02-02 03:05:00.000,2024-02-02T02:53:36.230,2024-02-02T03:09:56.231
2024-02-04 11:40:00.000,2024-02-04 12:08:00.000,2024-02-04T11:45:07.799,2024-02-04T12:09:19.802
2024-02-04 17:05:00.000,2024-02-04 17:19:00.000,2024-02-04T17:04:27.834,2024-02-04T17:41:19.838
2024-02-04 18:16:00.000,2024-02-04 18:43:00.000,2024-02-04T18:15:51.841,2024-02-04T18:52:15.845
2024-02-04 20:52:00.000,2024-02-04 21:01:00.000,2024-02-04T20:52:55.858,2024-02-04T21:02:55.860
2024-02-04 22:20:00.000,2024-02-04 22:34:00.000,2024-02-04T22:21:15.868,2024-02-04T23:10:11.873
2024-02-05 04:13:00.000,2024-02-05 04:44:00.000,2024-02-05T04:11:55.906,2024-02-05T04:55:11.911
2024-02-05 06:10:00.000,2024-02-05 06:26:00.000,2024-02-05T06:10:43.919,2024-02-05T06:37:55.922
2024-02-06 02:15:00.000,2024-02-06 02:37:00.000,2024-02-06T02:16:39.750,2024-02-06T03:55:03.760
2024-02-06 18:38:00.000,2024-02-06 19:07:00.000,2024-02-06T18:19:23.956,2024-02-06T19:31:03.961
2024-02-07 03:04:00.000,2024-02-07 04:11:00.000,2024-02-07T03:06:47.911,2024-02-07T04:34:19.920
2024-02-07 17:41:00.000,2024-02-07 18:35:00.000,2024-02-07T17:41:48.006,2024-02-07T18:53:28.013
2024-02-08 12:41:00.000,2024-02-08 13:37:00.000,2024-02-08T12:39:56.029,2024-02-08T13:53:36.037
2024-02-08 14:11:00.000,2024-02-08 14:25:00.000,2024-02-08T14:11:48.039,2024-02-08T14:30:56.041
2024-02-08 15:17:00.000,2024-02-08 15:27:00.000,2024-02-08T15:20:16.046,2024-02-08T15:23:04.047
2024-02-08 23:16:00.000,2024-02-09 00:36:00.000,2024-02-08T23:20:04.098,2024-02-08T23:56:08.102
2024-02-09 00:36:00.000,2024-02-09 00:45:00.000,2024-02-09T00:25:20.105,2024-02-09T01:40:20.014
2024-02-09 12:53:00.000,2024-02-09 13:32:00.000,2024-02-09T12:52:48.086,2024-02-09T13:12:08.089
2024-02-09 17:54:00.000,2024-02-09 18:07:00.000,2024-02-09T17:53:56.119,2024-02-09T18:44:28.125
2024-02-10 00:42:00.000,2024-02-10 01:00:00.000,2024-02-10T00:28:24.163,2024-02-10T01:13:44.168
2024-02-10 03:04:00.000,2024-02-10 04:29:00.000,2024-02-10T03:04:44.180,2024-02-10T03:05:44.180
2024-02-10 22:56:00.000,2024-02-10 23:14:00.000,2024-02-10T22:55:32.309,2024-02-10T23:37:32.314
2024-02-12 03:23:00.000,2024-02-12 03:53:00.000,2024-02-12T03:22:44.395,2024-02-12T04:35:52.402
2024-02-12 12:50:00.000,2024-02-12 13:21:00.000,2024-02-12T12:27:32.454,2024-02-12T13:31:12.461
2024-02-12 15:31:00.000,2024-02-12 16:03:00.000,2024-02-12T15:30:16.474,2024-02-12T17:19:16.385
2024-02-12 20:35:00.000,2024-02-12 21:51:00.000,2024-02-12T20:44:08.408,2024-02-12T21:05:00.410
2024-02-15 16:50:00.000,2024-02-15 17:21:00.000,2024-02-15T16:57:34.352,2024-02-15T17:23:06.355
2024-02-16 02:39:00.000,2024-02-16 02:57:00.000,2024-02-16T02:29:50.316,2024-02-16T02:40:02.317
2024-02-16 21:57:00.000,2024-02-16 22:16:00.000,2024-02-16T21:44:50.442,2024-02-16T22:29:46.447
2024-02-21 22:52:00.000,2024-02-21 23:14:00.000,2024-02-21T22:52:32.233,2024-02-21T23:53:20.240
2024-02-21 23:58:00.000,2024-02-22 00:31:00.000,2024-02-21T23:53:48.240,2024-02-22T00:47:52.246
2024-02-22 06:17:00.000,2024-02-22 06:40:00.000,2024-02-22T06:25:12.283,2024-02-22T06:28:20.283
2024-02-22 20:29:00.000,2024-02-22 21:03:00.000,2024-02-22T20:27:16.276,2024-02-22T21:20:48.282
2024-02-22 22:08:00.000,2024-02-22 22:43:00.000,2024-02-22T22:09:36.287,2024-02-22T23:31:40.296
2024-02-23 17:26:00.000,2024-02-23 18:07:00.000,2024-02-23T17:27:48.313,2024-02-23T18:26:20.320
2024-02-24 06:21:00.000,2024-02-24 06:44:00.000,2024-02-24T06:03:08.296,2024-02-24T07:04:20.303
2024-02-24 10:32:00.000,2024-02-24 11:03:00.000,2024-02-24T10:31:48.325,2024-02-24T11:43:00.333
2024-02-25 16:47:00.000,2024-02-25 17:47:00.000,2024-02-25T16:42:12.323,2024-02-25T17:59:40.332
2024-03-08 21:18:00.000,2024-03-08 21:31:00.000,2024-03-08T21:15:22.240,2024-03-08T22:06:54.245
2024-03-10 12:00:00.000,2024-03-10 12:20:00.000,2024-03-10T11:59:46.495,2024-03-10T13:04:14.503
2024-03-16 16:22:00.000,2024-03-16 16:44:00.000,2024-03-16T16:19:48.376,2024-03-16T17:19:44.384
2024-03-16 21:27:00.000,2024-03-16 22:11:00.000,2024-03-16T21:30:32.311,2024-03-16T21:35:12.311
2024-03-18 03:21:00.000,2024-03-18 03:45:00.000,2024-03-18T03:17:16.508,2024-03-18T04:29:32.516
2024-03-18 19:02:00.000,2024-03-18 19:28:00.000,2024-03-18T18:47:44.511,2024-03-18T20:19:28.521
2024-03-19 02:24:00.000,2024-03-19 02:38:00.000,2024-03-19T02:20:52.561,2024-03-19T02:45:20.564
2024-03-19 23:17:00.000,2024-03-19 23:32:00.000,2024-03-19T23:16:24.701,2024-03-20T00:10:48.707
2024-03-20 07:23:00.000,2024-03-20 07:47:00.000,2024-03-20T06:56:28.752,2024-03-20T08:28:08.762
2024-03-20 22:46:00.000,2024-03-20 23:00:00.000,2024-03-20T22:43:16.857,2024-03-20T23:45:36.864
2024-03-22 20:18:00.000,2024-03-22 20:45:00.000,2024-03-22T19:58:01.058,2024-03-22T21:09:45.066
2024-03-22 21:20:00.000,2024-03-22 21:25:00.000,2024-03-22T21:15:13.066,2024-03-22T21:23:21.067
2024-03-23 00:58:00.000,2024-03-23 02:21:00.000,2024-03-23T00:59:48.991,2024-03-23T02:35:53.002
2024-03-23 06:47:00.000,2024-03-23 06:59:00.000,2024-03-23T06:42:25.029,2024-03-23T06:54:17.031
2024-03-23 07:01:00.000,2024-03-23 07:26:00.000,2024-03-23T06:55:53.031,2024-03-23T08:03:13.038
2024-03-23 12:36:00.000,2024-03-23 12:56:00.000,2024-03-23T12:31:41.068,2024-03-23T13:52:09.077
2024-03-23 13:51:00.000,2024-03-23 14:15:00.000,2024-03-23T13:55:53.078,2024-03-23T13:58:17.078
2024-03-23 14:49:00.000,2024-03-23 14:58:00.000,2024-03-23T14:54:05.086,2024-03-23T15:30:21.088
2024-03-23 16:22:00.000,2024-03-23 17:07:00.000,2024-03-23T16:23:05.094,2024-03-23T16:26:09.094
2024-03-23 23:30:00.000,2024-03-24 00:03:00.000,2024-03-23T23:22:41.140,2024-03-24T00:10:33.146
2024-03-24 01:12:00.000,2024-03-24 01:30:00.000,2024-03-24T00:49:01.150,2024-03-24T01:32:45.155
2024-03-24 01:43:00.000,2024-03-24 01:57:00.000,2024-03-24T01:38:25.155,2024-03-24T02:34:57.162
2024-03-24 05:59:00.000,2024-03-24 06:10:00.000,2024-03-24T05:45:13.183,2024-03-24T06:18:57.186
2024-03-24 12:10:00.000,2024-03-24 12:22:00.000,2024-03-24T11:58:29.224,2024-03-24T12:47:41.229
2024-03-24 13:00:00.000,2024-03-24 13:28:00.000,2024-03-24T12:53:33.230,2024-03-24T13:34:33.235
2024-03-25 06:37:00.000,2024-03-25 06:48:00.000,2024-03-25T06:10:01.347,2024-03-25T07:04:41.353
2024-03-26 00:28:00.000,2024-03-26 00:40:00.000,2024-03-26T00:27:33.369,2024-03-26T00:36:49.370
2024-03-26 10:36:00.000,2024-03-26 10:52:00.000,2024-03-26T10:30:21.336,2024-03-26T10:57:45.339
2024-03-26 12:55:00.000,2024-03-26 13:41:00.000,2024-03-26T12:32:49.350,2024-03-26T13:54:01.359
2024-03-26 13:41:00.000,2024-03-26 13:50:00.000,2024-03-26T13:36:37.357,2024-03-26T13:45:45.358
2024-03-26 21:43:00.000,2024-03-26 22:07:00.000,2024-03-26T21:26:41.309,2024-03-26T22:31:49.317
2024-03-27 01:37:00.000,2024-03-27 01:52:00.000,2024-03-27T01:18:17.335,2024-03-27T02:00:57.340
2024-03-27 06:33:00.000,2024-03-27 06:50:00.000,2024-03-27T06:03:33.367,2024-03-27T07:01:33.373
2024-03-28 06:16:00.000,2024-03-28 06:36:00.000,2024-03-28T06:12:37.430,2024-03-28T07:14:37.435
2024-03-28 15:40:00.000,2024-03-28 16:03:00.000,2024-03-28T15:40:01.491,2024-03-28T15:43:01.492
2024-03-28 20:29:00.000,2024-03-28 21:01:00.000,2024-03-28T20:28:33.424,2024-03-28T21:56:33.333
2024-03-30 21:01:00.000,2024-03-30 22:15:00.000,2024-03-30T21:02:09.448,2024-03-30T22:33:57.458
2024-04-01 01:13:00.000,2024-04-01 01:57:00.000,2024-04-01T01:13:21.636,2024-04-01T01:54:45.641
2024-04-15 08:38:00.000,2024-04-15 08:47:00.000,2024-04-15T08:34:04.549,2024-04-15T09:08:20.553
2024-04-15 13:43:00.000,2024-04-15 14:08:00.000,2024-04-15T13:55:16.584,2024-04-15T14:02:56.585
2024-04-17 21:55:00.000,2024-04-17 22:17:00.000,2024-04-17T22:14:32.157,2024-04-17T22:36:16.160
2024-04-18 20:12:00.000,2024-04-18 20:21:00.000,2024-04-18T20:06:48.302,2024-04-18T20:26:16.304
2024-04-21 15:07:00.000,2024-04-21 15:20:00.000,2024-04-21T14:51:40.645,2024-04-21T15:08:28.647
2024-04-21 21:44:00.000,2024-04-21 21:57:00.000,2024-04-21T21:43:12.690,2024-04-21T21:48:40.691
2024-04-22 13:13:00.000,2024-04-22 14:17:00.000,2024-04-22T13:07:20.792,2024-04-22T14:34:44.802
2024-04-22 14:46:00.000,2024-04-22 15:08:00.000,2024-04-22T14:46:56.806,2024-04-22T15:58:12.811
2024-04-22 21:05:00.000,2024-04-22 21:24:00.000,2024-04-22T21:07:12.845,2024-04-22T21:17:08.846
2024-04-23 03:06:00.000,2024-04-23 03:35:00.000,2024-04-23T03:13:36.786,2024-04-23T04:12:12.793
2024-04-23 08:07:00.000,2024-04-23 08:29:00.000,2024-04-23T08:16:00.819,2024-04-23T08:26:48.820
2024-04-23 17:33:00.000,2024-04-23 17:52:00.000,2024-04-23T17:19:24.679,2024-04-23T18:00:16.684
2024-04-24 00:13:00.000,2024-04-24 00:38:00.000,2024-04-24T00:09:48.725,2024-04-24T01:27:12.733
2024-04-24 02:30:00.000,2024-04-24 02:44:00.000,2024-04-24T02:26:16.740,2024-04-24T02:51:24.742
2024-04-24 12:07:00.000,2024-04-24 12:39:00.000,2024-04-24T12:03:32.803,2024-04-24T13:05:16.810
2024-04-24 22:27:00.000,2024-04-24 22:54:00.000,2024-04-24T22:23:48.772,2024-04-24T23:41:36.781
2024-04-25 17:03:00.000,2024-04-25 17:16:00.000,2024-04-25T17:05:32.696,2024-04-25T17:29:28.699
2024-04-27 12:23:00.000,2024-04-27 12:44:00.000,2024-04-27T12:37:40.882,2024-04-27T12:53:36.884
2024-04-27 21:29:00.000,2024-04-27 21:49:00.000,2024-04-27T21:02:24.837,2024-04-27T21:33:44.841
2024-04-29 00:33:00.000,2024-04-29 00:54:00.000,2024-04-29T00:21:25.021,2024-04-29T00:54:17.026
