goes_start_time,goes_end_time,stix_start_time,stix_end_time
2024-04-29 00:54:00.000,2024-04-29 01:20:00.000,2024-04-29T00:57:37.026,2024-04-29T01:44:53.027
2024-04-30 00:46:00.000,2024-04-30 01:31:00.000,2024-04-30T00:33:53.176,2024-04-30T01:01:33.179
2024-04-30 14:50:00.000,2024-04-30 15:26:00.000,2024-04-30T14:55:09.271,2024-04-30T15:16:49.273
2024-04-30 16:11:00.000,2024-04-30 16:47:00.000,2024-04-30T16:13:17.279,2024-04-30T17:38:53.291
2024-04-30 23:23:00.000,2024-04-30 23:58:00.000,2024-04-30T23:22:21.327,2024-05-01T00:44:33.336
2024-05-01 14:17:00.000,2024-05-01 14:37:00.000,2024-05-01T14:20:57.425,2024-05-01T14:32:53.427
2024-05-01 14:37:00.000,2024-05-01 14:48:00.000,2024-05-01T14:37:01.427,2024-05-01T14:37:53.427
2024-05-03 00:08:00.000,2024-05-03 00:19:00.000,2024-05-02T23:55:21.647,2024-05-03T00:58:41.654
2024-05-03 02:11:00.000,2024-05-03 02:27:00.000,2024-05-03T02:17:33.663,2024-05-03T02:33:29.665
2024-05-03 22:25:00.000,2024-05-03 23:11:00.000,2024-05-03T22:18:57.694,2024-05-04T00:05:49.706
2024-05-04 00:26:00.000,2024-05-04 00:44:00.000,2024-05-04T00:43:17.710,2024-05-04T01:01:53.712
2024-05-04 06:02:00.000,2024-05-04 06:30:00.000,2024-05-04T06:29:45.748,2024-05-04T06:42:05.749
2024-05-04 07:04:00.000,2024-05-04 07:11:00.000,2024-05-04T06:48:25.750,2024-05-04T07:22:25.754
2024-05-04 18:10:00.000,2024-05-04 18:25:00.000,2024-05-04T18:07:37.625,2024-05-04T18:10:33.625
2024-05-04 22:23:00.000,2024-05-04 22:54:00.000,2024-05-04T22:32:17.654,2024-05-04T22:35:25.656
2024-05-04 23:28:00.000,2024-05-04 23:55:00.000,2024-05-04T23:54:25.663,2024-05-05T00:27:13.667
2024-05-05 05:47:00.000,2024-05-05 06:07:00.000,2024-05-05T05:59:13.603,2024-05-05T06:24:45.609
2024-05-05 08:07:00.000,2024-05-05 08:24:00.000,2024-05-05T08:23:09.619,2024-05-05T09:06:21.624
2024-05-05 09:23:00.000,2024-05-05 09:53:00.000,2024-05-05T09:25:57.626,2024-05-05T09:28:37.626
2024-05-05 09:53:00.000,2024-05-05 10:19:00.000,2024-05-05T09:49:21.630,2024-05-05T09:57:29.631
2024-05-05 11:41:00.000,2024-05-05 12:16:00.000,2024-05-05T11:45:41.641,2024-05-05T11:50:53.642
2024-05-05 14:33:00.000,2024-05-05 14:56:00.000,2024-05-05T14:34:53.660,2024-05-05T14:37:25.660
2024-05-05 16:55:00.000,2024-05-05 17:06:00.000,2024-05-05T17:03:53.676,2024-05-05T17:08:37.677
2024-05-06 05:09:00.000,2024-05-06 05:38:00.000,2024-05-06T05:36:13.759,2024-05-06T05:56:05.761
2024-05-06 05:38:00.000,2024-05-06 06:47:00.000,2024-05-06T05:57:33.761,2024-05-06T06:15:21.763
2024-05-06 09:49:00.000,2024-05-06 10:04:00.000,2024-05-06T09:51:49.789,2024-05-06T10:22:33.790
2024-05-06 21:58:00.000,2024-05-06 23:07:00.000,2024-05-06T22:19:53.769,2024-05-06T23:44:29.778
2024-05-07 05:58:00.000,2024-05-07 06:27:00.000,2024-05-07T05:58:45.819,2024-05-07T06:01:37.820
2024-05-07 08:18:00.000,2024-05-07 08:40:00.000,2024-05-07T08:30:37.736,2024-05-07T08:48:09.739
2024-05-07 11:40:00.000,2024-05-07 12:01:00.000,2024-05-07T11:37:09.757,2024-05-07T11:41:53.757
2024-05-07 12:43:00.000,2024-05-07 12:59:00.000,2024-05-07T12:47:01.666,2024-05-07T14:01:29.675
2024-05-07 16:21:00.000,2024-05-07 16:36:00.000,2024-05-07T16:06:45.686,2024-05-07T16:51:57.691
2024-05-07 19:58:00.000,2024-05-07 20:34:00.000,2024-05-07T19:53:41.717,2024-05-07T20:01:21.717
2024-05-07 21:13:00.000,2024-05-07 21:42:00.000,2024-05-07T21:11:37.720,2024-05-07T22:35:21.729
2024-05-08 01:33:00.000,2024-05-08 01:48:00.000,2024-05-08T01:35:05.649,2024-05-08T01:58:21.651
2024-05-08 02:16:00.000,2024-05-08 02:36:00.000,2024-05-08T02:13:33.653,2024-05-08T02:16:09.653
2024-05-08 03:19:00.000,2024-05-08 03:38:00.000,2024-05-08T03:26:57.662,2024-05-08T03:28:09.662
2024-05-08 04:37:00.000,2024-05-08 05:32:00.000,2024-05-08T04:28:01.669,2024-05-08T04:59:49.672
2024-05-08 07:29:00.000,2024-05-08 07:53:00.000,2024-05-08T07:25:05.682,2024-05-08T08:48:41.692
2024-05-08 09:31:00.000,2024-05-08 09:42:00.000,2024-05-08T09:29:33.696,2024-05-08T09:37:01.697
2024-05-08 09:43:00.000,2024-05-08 09:56:00.000,2024-05-08T09:41:57.697,2024-05-08T09:51:49.698
2024-05-08 11:09:00.000,2024-05-08 11:26:00.000,2024-05-08T11:00:01.706,2024-05-08T11:47:29.711
2024-05-08 17:32:00.000,2024-05-08 18:00:00.000,2024-05-08T17:31:49.748,2024-05-08T17:35:41.749
2024-05-08 18:14:00.000,2024-05-08 18:51:00.000,2024-05-08T18:07:33.652,2024-05-08T19:08:21.660
2024-05-08 19:15:00.000,2024-05-08 19:29:00.000,2024-05-08T19:17:09.661,2024-05-08T19:58:13.664
2024-05-08 20:27:00.000,2024-05-08 20:39:00.000,2024-05-08T20:11:13.666,2024-05-08T20:49:33.670
2024-05-08 21:08:00.000,2024-05-08 23:10:00.000,2024-05-08T21:00:21.671,2024-05-08T21:48:21.678
2024-05-08 22:05:00.000,2024-05-08 22:45:00.000,2024-05-08T21:58:41.678,2024-05-08T22:07:45.679
2024-05-08 22:05:00.000,2024-05-08 23:12:00.000,2024-05-08T22:09:53.679,2024-05-08T22:15:57.679
2024-05-09 03:07:00.000,2024-05-09 03:23:00.000,2024-05-09T02:56:49.710,2024-05-09T03:07:21.711
2024-05-09 03:23:00.000,2024-05-09 03:45:00.000,2024-05-09T03:15:57.712,2024-05-09T03:23:53.713
2024-05-09 04:44:00.000,2024-05-09 04:55:00.000,2024-05-09T04:47:57.722,2024-05-09T05:10:05.725
2024-05-09 06:03:00.000,2024-05-09 06:24:00.000,2024-05-09T06:19:09.732,2024-05-09T06:21:41.733
2024-05-09 08:45:00.000,2024-05-09 09:36:00.000,2024-05-09T08:31:37.747,2024-05-09T08:50:25.749
2024-05-09 11:52:00.000,2024-05-09 12:02:00.000,2024-05-09T11:44:13.768,2024-05-09T12:53:05.775
2024-05-09 13:16:00.000,2024-05-09 13:29:00.000,2024-05-09T13:22:17.779,2024-05-09T13:45:17.781
2024-05-09 17:23:00.000,2024-05-09 18:00:00.000,2024-05-09T17:25:01.805,2024-05-09T17:31:21.806
2024-05-09 22:24:00.000,2024-05-09 22:47:00.000,2024-05-09T21:58:57.835,2024-05-09T22:52:29.841
2024-05-09 23:04:00.000,2024-05-09 23:13:00.000,2024-05-09T22:56:41.841,2024-05-09T23:21:13.844
2024-05-10 00:10:00.000,2024-05-10 00:22:00.000,2024-05-09T23:58:33.848,2024-05-10T00:26:29.851
2024-05-10 03:15:00.000,2024-05-10 03:40:00.000,2024-05-10T03:01:09.868,2024-05-10T03:44:41.873
2024-05-10 06:14:00.000,2024-05-10 06:27:00.000,2024-05-10T06:01:09.887,2024-05-10T06:57:37.894
2024-05-10 10:10:00.000,2024-05-10 10:19:00.000,2024-05-10T10:16:37.915,2024-05-10T10:19:05.916
2024-05-10 18:57:00.000,2024-05-10 19:10:00.000,2024-05-10T18:59:33.972,2024-05-10T19:09:05.973
2024-05-10 19:56:00.000,2024-05-10 20:18:00.000,2024-05-10T19:56:01.979,2024-05-10T20:06:21.980
2024-05-10 20:59:00.000,2024-05-10 21:12:00.000,2024-05-10T20:44:49.984,2024-05-10T21:28:01.989
2024-05-11 01:10:00.000,2024-05-11 01:39:00.000,2024-05-11T01:12:26.013,2024-05-11T01:24:18.014
2024-05-11 10:03:00.000,2024-05-11 10:34:00.000,2024-05-11T09:59:50.071,2024-05-11T10:03:02.071
2024-05-11 10:53:00.000,2024-05-11 11:00:00.000,2024-05-11T10:50:50.076,2024-05-11T11:04:14.078
2024-05-11 11:15:00.000,2024-05-11 12:05:00.000,2024-05-11T11:24:54.080,2024-05-11T12:00:34.084
2024-05-11 13:45:00.000,2024-05-11 14:08:00.000,2024-05-11T13:49:50.096,2024-05-11T14:00:54.097
2024-05-11 14:46:00.000,2024-05-11 15:52:00.000,2024-05-11T14:40:14.101,2024-05-11T15:04:54.104
2024-05-11 20:32:00.000,2024-05-11 20:47:00.000,2024-05-11T20:22:54.139,2024-05-11T20:40:42.140
2024-05-12 05:37:00.000,2024-05-12 06:06:00.000,2024-05-12T05:10:54.196,2024-05-12T06:32:10.205
2024-05-12 12:27:00.000,2024-05-12 12:54:00.000,2024-05-12T12:33:14.244,2024-05-12T12:59:58.247
2024-05-12 13:49:00.000,2024-05-12 14:08:00.000,2024-05-12T13:46:54.252,2024-05-12T13:59:02.254
2024-05-12 16:11:00.000,2024-05-12 16:38:00.000,2024-05-12T16:16:10.269,2024-05-12T16:30:54.270
2024-05-12 20:17:00.000,2024-05-12 20:49:00.000,2024-05-12T20:16:06.295,2024-05-12T21:34:14.303
2024-05-12 22:01:00.000,2024-05-12 22:12:00.000,2024-05-12T21:58:46.306,2024-05-12T22:46:38.311
2024-05-13 01:23:00.000,2024-05-13 01:38:00.000,2024-05-13T00:57:48.126,2024-05-13T02:12:24.134
2024-05-13 08:06:00.000,2024-05-13 08:23:00.000,2024-05-13T08:01:36.072,2024-05-13T08:33:24.075
2024-05-13 08:48:00.000,2024-05-13 10:57:00.000,2024-05-13T08:50:36.077,2024-05-13T08:56:12.078
2024-05-13 12:56:00.000,2024-05-13 13:23:00.000,2024-05-13T12:59:32.105,2024-05-13T13:11:20.106
2024-05-13 21:48:00.000,2024-05-13 22:07:00.000,2024-05-13T21:36:24.061,2024-05-13T22:19:00.065
2024-05-14 02:03:00.000,2024-05-14 02:19:00.000,2024-05-14T02:01:28.090,2024-05-14T03:03:52.097
2024-05-14 12:40:00.000,2024-05-14 13:05:00.000,2024-05-14T12:23:08.158,2024-05-14T13:46:20.067
2024-05-14 16:46:00.000,2024-05-14 17:02:00.000,2024-05-14T16:43:32.086,2024-05-14T17:02:16.088
2024-05-15 08:18:00.000,2024-05-15 08:52:00.000,2024-05-15T08:10:19.989,2024-05-15T09:30:39.996
2024-05-15 13:56:00.000,2024-05-15 14:10:00.000,2024-05-15T13:57:08.025,2024-05-15T14:06:28.026
2024-05-15 14:10:00.000,2024-05-15 14:20:00.000,2024-05-15T14:08:56.026,2024-05-15T14:16:15.927
2024-05-15 14:20:00.000,2024-05-15 14:51:00.000,2024-05-15T14:19:47.927,2024-05-15T15:08:27.933
2024-05-17 20:33:00.000,2024-05-17 21:26:00.000,2024-05-17T20:23:32.079,2024-05-17T20:35:48.080
2024-05-19 13:37:00.000,2024-05-19 13:48:00.000,2024-05-19T13:25:16.247,2024-05-19T13:57:00.251
2024-05-19 17:47:00.000,2024-05-19 18:00:00.000,2024-05-19T17:45:56.275,2024-05-19T17:49:44.276
2024-05-19 21:53:00.000,2024-05-19 22:03:00.000,2024-05-19T21:30:44.300,2024-05-19T21:53:28.302
2024-05-21 19:19:00.000,2024-05-21 19:39:00.000,2024-05-21T19:37:32.501,2024-05-21T19:45:08.502
2024-05-22 03:02:00.000,2024-05-22 03:23:00.000,2024-05-22T02:46:24.548,2024-05-22T03:12:00.550
2024-05-22 03:38:00.000,2024-05-22 04:22:00.000,2024-05-22T03:30:28.452,2024-05-22T04:37:24.460
2024-05-22 13:51:00.000,2024-05-22 14:12:00.000,2024-05-22T13:39:00.518,2024-05-22T14:03:32.521
2024-05-23 02:05:00.000,2024-05-23 02:26:00.000,2024-05-23T02:07:40.600,2024-05-23T03:21:40.608
2024-05-23 04:03:00.000,2024-05-23 04:54:00.000,2024-05-23T03:48:00.611,2024-05-23T05:07:52.620
2024-05-23 12:48:00.000,2024-05-23 13:44:00.000,2024-05-23T12:59:56.671,2024-05-23T13:25:04.674
2024-05-24 06:28:00.000,2024-05-24 07:21:00.000,2024-05-24T06:49:56.591,2024-05-24T06:54:16.591
2024-05-24 20:05:00.000,2024-05-24 20:36:00.000,2024-05-24T20:08:00.579,2024-05-24T20:58:20.585
2024-05-27 06:49:00.000,2024-05-27 07:25:00.000,2024-05-27T06:52:40.364,2024-05-27T06:58:00.364
2024-05-29 00:57:00.000,2024-05-29 01:12:00.000,2024-05-29T00:58:16.539,2024-05-29T02:10:56.547
2024-05-29 14:11:00.000,2024-05-29 15:38:00.000,2024-05-29T14:19:56.627,2024-05-29T14:33:24.628
2024-05-31 21:52:00.000,2024-05-31 22:09:00.000,2024-05-31T21:34:32.687,2024-05-31T21:52:56.689
2024-06-01 18:24:00.000,2024-06-01 18:49:00.000,2024-06-01T18:25:32.623,2024-06-01T19:50:44.532
2024-06-03 13:58:00.000,2024-06-03 14:23:00.000,2024-06-03T14:01:36.608,2024-06-03T14:22:16.610
2024-06-05 08:32:00.000,2024-06-05 09:14:00.000,2024-06-05T09:01:24.888,2024-06-05T09:45:32.893
2024-06-07 08:52:00.000,2024-06-07 09:30:00.000,2024-06-07T08:47:17.100,2024-06-07T09:10:37.103
2024-06-07 16:11:00.000,2024-06-07 16:42:00.000,2024-06-07T15:57:44.947,2024-06-07T16:16:00.949
2024-06-08 00:39:00.000,2024-06-08 00:57:00.000,2024-06-08T00:45:53.005,2024-06-08T01:15:09.008
2024-06-08 01:23:00.000,2024-06-08 02:19:00.000,2024-06-08T01:23:13.009,2024-06-08T01:24:29.009
2024-06-08 08:34:00.000,2024-06-08 08:54:00.000,2024-06-08T08:51:56.957,2024-06-08T09:01:12.958
2024-06-09 06:49:00.000,2024-06-09 07:16:00.000,2024-06-09T06:42:13.000,2024-06-09T07:49:53.007
2024-06-09 08:02:00.000,2024-06-09 08:32:00.000,2024-06-09T08:05:33.009,2024-06-09T08:58:13.015
2024-06-10 05:58:00.000,2024-06-10 06:16:00.000,2024-06-10T06:03:00.253,2024-06-10T06:08:16.253
2024-06-10 09:38:00.000,2024-06-10 10:18:00.000,2024-06-10T09:44:32.277,2024-06-10T10:10:20.279
2024-06-10 10:18:00.000,2024-06-10 11:18:00.000,2024-06-10T10:19:32.280,2024-06-10T10:58:40.285
2024-06-10 10:18:00.000,2024-06-10 11:03:00.000,2024-06-10T10:18:12.285,2024-06-10T11:36:04.293
2024-06-10 13:20:00.000,2024-06-10 13:35:00.000,2024-06-10T13:22:16.300,2024-06-10T13:35:32.302
2024-06-10 18:11:00.000,2024-06-10 19:18:00.000,2024-06-10T18:15:44.332,2024-06-10T19:45:16.342
2024-06-13 16:34:00.000,2024-06-13 16:55:00.000,2024-06-13T16:44:24.293,2024-06-13T17:04:08.295
2024-06-14 04:14:00.000,2024-06-14 04:43:00.000,2024-06-14T04:30:16.270,2024-06-14T04:50:00.272
2024-06-15 06:00:00.000,2024-06-15 06:43:00.000,2024-06-15T05:56:20.336,2024-06-15T06:14:32.337
2024-06-17 07:54:00.000,2024-06-17 08:16:00.000,2024-06-17T07:49:40.561,2024-06-17T07:54:00.562
2024-06-17 10:42:00.000,2024-06-17 10:50:00.000,2024-06-17T10:30:40.479,2024-06-17T10:52:20.481
2024-06-17 19:57:00.000,2024-06-17 20:56:00.000,2024-06-17T20:05:36.441,2024-06-17T20:29:20.444
2024-06-18 12:11:00.000,2024-06-18 12:26:00.000,2024-06-18T11:48:16.244,2024-06-18T12:30:28.249
2024-06-19 06:15:00.000,2024-06-19 06:58:00.000,2024-06-19T06:18:48.165,2024-06-19T07:17:20.171
2024-06-20 15:09:00.000,2024-06-20 15:22:00.000,2024-06-20T15:09:36.379,2024-06-20T15:48:48.384
2024-06-20 23:00:00.000,2024-06-20 23:20:00.000,2024-06-20T23:11:08.432,2024-06-20T23:46:04.436
2024-06-22 04:22:00.000,2024-06-22 04:47:00.000,2024-06-22T04:23:52.623,2024-06-22T05:10:12.628
2024-06-22 08:43:00.000,2024-06-22 09:08:00.000,2024-06-22T08:49:12.645,2024-06-22T09:02:28.646
2024-06-23 06:16:00.000,2024-06-23 06:48:00.000,2024-06-23T06:21:44.785,2024-06-23T06:36:40.787
2024-06-23 11:26:00.000,2024-06-23 11:50:00.000,2024-06-23T11:29:04.818,2024-06-23T12:26:28.824
2024-06-23 12:51:00.000,2024-06-23 13:11:00.000,2024-06-23T13:04:24.828,2024-06-23T13:46:36.833
2024-06-24 11:09:00.000,2024-06-24 11:15:00.000,2024-06-24T10:44:16.970,2024-06-24T11:15:20.973
2024-06-24 11:44:00.000,2024-06-24 11:53:00.000,2024-06-24T11:41:16.976,2024-06-24T11:56:16.977
2024-06-24 19:02:00.000,2024-06-24 19:14:00.000,2024-06-24T19:02:08.924,2024-06-24T19:19:16.925
2024-07-04 19:54:00.000,2024-07-04 20:13:00.000,2024-07-04T19:54:08.288,2024-07-04T20:30:48.292
2024-07-07 21:14:00.000,2024-07-07 21:42:00.000,2024-07-07T21:18:20.568,2024-07-07T23:01:40.579
2024-07-14 01:05:00.000,2024-07-14 01:31:00.000,2024-07-14T01:04:28.235,2024-07-14T01:20:36.237
2024-07-14 04:05:00.000,2024-07-14 04:18:00.000,2024-07-14T04:01:04.255,2024-07-14T04:22:28.257
2024-07-15 09:21:00.000,2024-07-15 10:08:00.000,2024-07-15T09:21:40.344,2024-07-15T10:47:04.353
2024-07-16 07:24:00.000,2024-07-16 07:50:00.000,2024-07-16T07:40:08.389,2024-07-16T08:02:04.391
2024-07-16 13:11:00.000,2024-07-16 13:36:00.000,2024-07-16T13:11:32.425,2024-07-16T14:31:36.434
2024-07-16 21:06:00.000,2024-07-16 21:36:00.000,2024-07-16T20:39:04.474,2024-07-16T21:08:52.477
2024-07-16 21:46:00.000,2024-07-16 22:17:00.000,2024-07-16T21:46:52.481,2024-07-16T21:55:04.482
2024-07-17 09:26:00.000,2024-07-17 10:10:00.000,2024-07-17T09:11:32.555,2024-07-17T10:24:36.563
2024-07-17 19:40:00.000,2024-07-17 19:53:00.000,2024-07-17T19:45:52.624,2024-07-17T20:27:08.629
2024-07-19 08:13:00.000,2024-07-19 08:30:00.000,2024-07-19T08:13:40.863,2024-07-19T08:47:16.866
2024-07-19 17:53:00.000,2024-07-19 18:25:00.000,2024-07-19T18:12:48.827,2024-07-19T18:28:16.829
2024-07-20 07:10:00.000,2024-07-20 07:24:00.000,2024-07-20T07:14:16.912,2024-07-20T07:43:32.915
2024-07-20 18:36:00.000,2024-07-20 19:02:00.000,2024-07-20T18:36:12.986,2024-07-20T19:05:00.990
2024-07-21 03:46:00.000,2024-07-21 03:59:00.000,2024-07-21T03:37:57.045,2024-07-21T04:09:37.049
2024-07-21 23:21:00.000,2024-07-21 23:34:00.000,2024-07-21T23:22:00.974,2024-07-22T00:19:00.980
2024-07-22 03:27:00.000,2024-07-22 03:37:00.000,2024-07-22T03:36:13.002,2024-07-22T03:42:37.002
2024-07-22 04:14:00.000,2024-07-22 04:43:00.000,2024-07-22T04:28:13.007,2024-07-22T04:46:53.009
2024-07-22 09:31:00.000,2024-07-22 09:40:00.000,2024-07-22T09:28:29.040,2024-07-22T10:18:13.045
2024-07-22 12:47:00.000,2024-07-22 13:04:00.000,2024-07-22T12:43:41.061,2024-07-22T13:51:49.069
2024-07-23 13:49:00.000,2024-07-23 15:09:00.000,2024-07-23T13:44:29.124,2024-07-23T13:57:29.126
2024-07-24 07:28:00.000,2024-07-24 07:50:00.000,2024-07-24T07:31:25.040,2024-07-24T08:04:33.044
2024-07-24 17:07:00.000,2024-07-24 17:27:00.000,2024-07-24T17:14:17.104,2024-07-24T17:21:37.105
2024-07-25 15:27:00.000,2024-07-25 15:43:00.000,2024-07-25T15:30:08.751,2024-07-25T15:41:52.752
2024-07-26 04:30:00.000,2024-07-26 04:51:00.000,2024-07-26T04:33:04.837,2024-07-26T05:05:28.840
2024-07-27 02:21:00.000,2024-07-27 02:45:00.000,2024-07-27T01:59:40.977,2024-07-27T02:35:36.981
2024-07-27 10:16:00.000,2024-07-27 11:06:00.000,2024-07-27T10:36:05.033,2024-07-27T10:39:09.034
2024-07-27 17:50:00.000,2024-07-27 18:17:00.000,2024-07-27T18:01:13.082,2024-07-27T18:09:53.083
2024-07-28 01:39:00.000,2024-07-28 01:53:00.000,2024-07-28T01:47:33.033,2024-07-28T01:52:41.033
2024-07-28 03:37:00.000,2024-07-28 04:03:00.000,2024-07-28T03:31:25.044,2024-07-28T03:39:01.045
2024-07-28 10:27:00.000,2024-07-28 10:54:00.000,2024-07-28T10:23:25.089,2024-07-28T11:16:33.095
2024-07-28 12:43:00.000,2024-07-28 12:55:00.000,2024-07-28T12:41:45.104,2024-07-28T12:45:53.104
2024-07-28 18:08:00.000,2024-07-28 18:40:00.000,2024-07-28T18:11:29.140,2024-07-28T18:24:53.142
2024-07-28 20:25:00.000,2024-07-28 20:49:00.000,2024-07-28T20:27:05.155,2024-07-28T21:31:17.162
2024-07-29 12:47:00.000,2024-07-29 13:04:00.000,2024-07-29T12:50:31.762,2024-07-29T13:00:55.763
2024-07-29 14:04:00.000,2024-07-29 15:09:00.000,2024-07-29T14:05:35.670,2024-07-29T14:14:59.671
2024-07-29 19:40:00.000,2024-07-29 20:10:00.000,2024-07-29T19:51:59.608,2024-07-29T19:56:35.608
2024-07-29 20:55:00.000,2024-07-29 21:06:00.000,2024-07-29T20:39:59.615,2024-07-29T21:41:39.620
2024-07-30 06:16:00.000,2024-07-30 06:46:00.000,2024-07-30T06:16:55.576,2024-07-30T06:17:51.576
2024-07-30 16:12:00.000,2024-07-30 16:42:00.000,2024-07-30T16:15:03.542,2024-07-30T16:23:39.543
2024-07-30 19:10:00.000,2024-07-30 19:25:00.000,2024-07-30T19:18:47.461,2024-07-30T19:21:19.462
2024-07-30 19:25:00.000,2024-07-30 20:04:00.000,2024-07-30T19:24:55.462,2024-07-30T19:27:31.462
2024-07-31 01:43:00.000,2024-07-31 01:54:00.000,2024-07-31T01:42:19.503,2024-07-31T02:27:35.508
2024-07-31 05:07:00.000,2024-07-31 05:38:00.000,2024-07-31T05:07:19.526,2024-07-31T05:17:39.527
2024-07-31 06:28:00.000,2024-07-31 06:58:00.000,2024-07-31T06:36:11.536,2024-07-31T06:52:11.538
2024-07-31 12:45:00.000,2024-07-31 13:26:00.000,2024-07-31T12:19:11.573,2024-07-31T12:45:59.576
2024-07-31 13:26:00.000,2024-07-31 13:37:00.000,2024-07-31T13:28:59.580,2024-07-31T13:35:31.581
2024-07-31 16:10:00.000,2024-07-31 16:41:00.000,2024-07-31T16:12:11.598,2024-07-31T16:14:03.598
2024-07-31 18:05:00.000,2024-07-31 18:58:00.000,2024-07-31T18:20:23.614,2024-07-31T18:30:55.615
2024-07-31 21:36:00.000,2024-07-31 22:10:00.000,2024-07-31T21:30:47.633,2024-07-31T21:49:31.635
2024-08-01 00:50:00.000,2024-08-01 01:03:00.000,2024-08-01T00:49:39.655,2024-08-01T01:16:07.657
2024-08-01 01:47:00.000,2024-08-01 01:54:00.000,2024-08-01T01:36:23.660,2024-08-01T02:45:55.667
2024-08-01 02:58:00.000,2024-08-01 03:14:00.000,2024-08-01T02:54:55.668,2024-08-01T03:13:39.670
2024-08-01 03:59:00.000,2024-08-01 04:23:00.000,2024-08-01T03:42:11.673,2024-08-01T04:06:55.676
2024-08-01 04:35:00.000,2024-08-01 04:45:00.000,2024-08-01T04:32:43.679,2024-08-01T04:36:39.680
2024-08-01 05:52:00.000,2024-08-01 06:00:00.000,2024-08-01T05:52:07.688,2024-08-01T05:57:47.688
2024-08-01 06:23:00.000,2024-08-01 07:39:00.000,2024-08-01T06:27:11.691,2024-08-01T06:39:15.693
2024-08-01 11:09:00.000,2024-08-01 11:41:00.000,2024-08-01T10:40:07.719,2024-08-01T11:22:43.724
2024-08-01 16:33:00.000,2024-08-01 16:44:00.000,2024-08-01T16:32:15.657,2024-08-01T16:54:19.660
2024-08-01 17:22:00.000,2024-08-01 17:34:00.000,2024-08-01T17:14:23.664,2024-08-01T17:28:39.665
2024-08-01 20:12:00.000,2024-08-01 20:32:00.000,2024-08-01T20:10:27.681,2024-08-01T20:14:03.682
2024-08-01 23:00:00.000,2024-08-01 23:17:00.000,2024-08-01T23:00:47.700,2024-08-01T23:19:47.702
2024-08-02 03:17:00.000,2024-08-02 03:31:00.000,2024-08-02T03:22:31.728,2024-08-02T03:24:43.729
2024-08-02 03:53:00.000,2024-08-02 04:03:00.000,2024-08-02T03:50:55.731,2024-08-02T04:06:07.733
2024-08-02 04:23:00.000,2024-08-02 05:35:00.000,2024-08-02T04:25:43.735,2024-08-02T04:33:11.736
2024-08-02 04:23:00.000,2024-08-02 05:35:00.000,2024-08-02T04:35:55.737,2024-08-02T05:11:11.740
2024-08-02 07:51:00.000,2024-08-02 08:03:00.000,2024-08-02T07:47:39.757,2024-08-02T08:02:59.759
2024-08-02 09:08:00.000,2024-08-02 09:28:00.000,2024-08-02T09:07:55.766,2024-08-02T09:40:47.771
2024-08-02 09:45:00.000,2024-08-02 09:55:00.000,2024-08-02T09:46:07.772,2024-08-02T10:12:51.773
2024-08-02 12:28:00.000,2024-08-02 12:38:00.000,2024-08-02T12:19:47.787,2024-08-02T13:05:23.792
2024-08-02 13:44:00.000,2024-08-02 14:00:00.000,2024-08-02T13:44:47.796,2024-08-02T13:47:11.797
2024-08-02 15:21:00.000,2024-08-02 15:35:00.000,2024-08-02T14:51:07.804,2024-08-02T15:56:03.811
2024-08-02 23:41:00.000,2024-08-03 00:22:00.000,2024-08-02T23:34:59.762,2024-08-03T00:50:51.770
2024-08-03 04:45:00.000,2024-08-03 05:05:00.000,2024-08-03T04:40:27.696,2024-08-03T05:15:15.699
2024-08-03 06:52:00.000,2024-08-03 07:11:00.000,2024-08-03T06:50:35.710,2024-08-03T07:55:11.717
2024-08-03 13:26:00.000,2024-08-03 13:55:00.000,2024-08-03T13:20:35.753,2024-08-03T13:27:11.753
2024-08-03 16:49:00.000,2024-08-03 16:58:00.000,2024-08-03T16:50:23.775,2024-08-03T17:02:07.777
2024-08-03 17:13:00.000,2024-08-03 17:34:00.000,2024-08-03T17:21:35.779,2024-08-03T17:26:03.779
2024-08-03 19:17:00.000,2024-08-03 19:43:00.000,2024-08-03T19:26:11.792,2024-08-03T19:29:55.793
2024-08-04 01:45:00.000,2024-08-04 02:17:00.000,2024-08-04T01:40:39.633,2024-08-04T02:21:11.638
2024-08-04 09:35:00.000,2024-08-04 09:48:00.000,2024-08-04T09:34:35.685,2024-08-04T09:37:47.686
2024-08-04 09:48:00.000,2024-08-04 10:03:00.000,2024-08-04T09:46:43.687,2024-08-04T10:14:59.690
2024-08-04 10:27:00.000,2024-08-04 11:24:00.000,2024-08-04T10:22:31.691,2024-08-04T11:44:55.699
2024-08-05 02:22:00.000,2024-08-05 02:35:00.000,2024-08-05T02:19:23.695,2024-08-05T03:09:39.700
2024-08-05 09:49:00.000,2024-08-05 10:09:00.000,2024-08-05T09:34:11.742,2024-08-05T10:40:23.750
2024-08-05 13:24:00.000,2024-08-05 13:54:00.000,2024-08-05T13:27:03.768,2024-08-05T13:37:51.769
2024-08-05 18:20:00.000,2024-08-05 18:42:00.000,2024-08-05T18:18:31.800,2024-08-05T18:22:47.800
2024-08-06 02:50:00.000,2024-08-06 03:08:00.000,2024-08-06T02:34:39.854,2024-08-06T03:05:03.857
2024-08-07 13:30:00.000,2024-08-07 13:58:00.000,2024-08-07T13:39:19.584,2024-08-07T13:39:27.584
